  #K-Path    Energy        Mo         S        Si
# Band-Index    1
    0.539    0.7826     0.395     0.097     0.110
    0.517    0.7795     0.409     0.087     0.116
    0.495    0.7844     0.472     0.076     0.105
    0.472    0.7964     0.523     0.078     0.087
    0.450    0.8388     0.431     0.080     0.118
    0.428    0.8721     0.469     0.180     0.035
    0.406    0.8736     0.477     0.197     0.014
    0.384    0.8586     0.475     0.207     0.014
    0.362    0.8719     0.473     0.212     0.012
    0.362    0.8719     0.472     0.212     0.012
    0.351    0.8674     0.470     0.210     0.011
    0.340    0.8624     0.468     0.222     0.010
    0.329    0.8557     0.458     0.223     0.010
    0.318    0.8488     0.390     0.149     0.079
    0.307    0.8419     0.375     0.115     0.104
    0.296    0.8347     0.457     0.158     0.047
    0.285    0.8250     0.479     0.176     0.033
    0.274    0.8112     0.490     0.175     0.030
    0.263    0.8088     0.493     0.171     0.031
    0.252    0.8089     0.490     0.167     0.031
    0.241    0.8097     0.482     0.161     0.044
    0.230    0.8111     0.480     0.154     0.046
    0.230    0.8111     0.480     0.154     0.046
    0.210    0.7954     0.438     0.240     0.012
    0.191    0.7815     0.430     0.240     0.008
    0.172    0.7708     0.301     0.077     0.158
    0.153    0.7753     0.201     0.043     0.205
    0.134    0.7867     0.264     0.074     0.162
    0.115    0.7757     0.486     0.153     0.039
    0.096    0.7825     0.488     0.150     0.040
    0.077    0.7865     0.491     0.150     0.038
    0.057    0.7889     0.481     0.144     0.045
    0.038    0.7911     0.470     0.141     0.052
    0.019    0.7954     0.418     0.118     0.086
    0.000    0.7987     0.429     0.118     0.078
 
# Band-Index  299
    0.000    0.8944     0.711     0.094     0.013
    0.019    0.8857     0.740     0.097     0.002
    0.038    0.8716     0.761     0.094     0.000
    0.057    0.8543     0.763     0.088     0.004
    0.077    0.8350     0.759     0.090     0.008
    0.096    0.8163     0.733     0.085     0.017
    0.115    0.8000     0.652     0.083     0.043
    0.134    0.7872     0.526     0.086     0.084
    0.153    0.7757     0.430     0.075     0.120
    0.172    0.7709     0.468     0.180     0.037
    0.191    0.7817     0.480     0.199     0.014
    0.210    0.7957     0.477     0.202     0.012
    0.230    0.8115     0.470     0.206     0.010
    0.230    0.8115     0.469     0.206     0.010
    0.241    0.8101     0.466     0.207     0.012
    0.252    0.8092     0.466     0.214     0.008
    0.263    0.8092     0.459     0.216     0.009
    0.274    0.8134     0.670     0.094     0.031
    0.285    0.8301     0.586     0.157     0.013
    0.296    0.8379     0.497     0.170     0.026
    0.307    0.8461     0.470     0.149     0.052
    0.318    0.8545     0.469     0.142     0.051
    0.329    0.8617     0.481     0.153     0.047
    0.340    0.8679     0.489     0.166     0.041
    0.351    0.8695     0.486     0.162     0.038
    0.362    0.8742     0.487     0.161     0.040
    0.362    0.8742     0.487     0.161     0.041
    0.384    0.8604     0.485     0.186     0.024
    0.406    0.8741     0.427     0.250     0.008
    0.428    0.8734     0.303     0.073     0.153
    0.450    0.8407     0.201     0.048     0.205
    0.472    0.7990     0.320     0.093     0.133
    0.495    0.7887     0.498     0.162     0.033
    0.517    0.7840     0.496     0.156     0.035
    0.539    0.7983     0.715     0.080     0.026
    0.561    0.8305     0.729     0.088     0.020
    0.583    0.8572     0.751     0.099     0.008
    0.605    0.8795     0.749     0.108     0.000
    0.627    0.8944     0.711     0.096     0.014
 
# Band-Index  300
    0.627    0.8944     0.710     0.093     0.013
    0.605    0.8919     0.741     0.096     0.003
    0.583    0.8889     0.760     0.095     0.000
    0.561    0.8819     0.767     0.089     0.005
    0.539    0.8779     0.760     0.086     0.009
    0.517    0.8771     0.731     0.089     0.017
    0.495    0.8798     0.650     0.085     0.039
    0.472    0.8856     0.107     0.013     0.249
    0.450    0.8943     0.125     0.027     0.245
    0.428    0.8903     0.461     0.218     0.014
    0.406    0.8859     0.466     0.218     0.013
    0.384    0.8819     0.467     0.218     0.013
    0.362    0.8761     0.471     0.211     0.011
    0.362    0.8761     0.471     0.211     0.011
    0.351    0.8742     0.476     0.203     0.011
    0.340    0.8719     0.479     0.200     0.012
    0.329    0.8664     0.483     0.197     0.014
    0.318    0.8599     0.487     0.190     0.018
    0.307    0.8522     0.482     0.163     0.048
    0.296    0.8428     0.422     0.131     0.084
    0.285    0.8333     0.440     0.129     0.077
    0.274    0.8262     0.457     0.135     0.068
    0.263    0.8213     0.472     0.142     0.048
    0.252    0.8172     0.487     0.153     0.042
    0.241    0.8139     0.503     0.163     0.035
    0.230    0.8118     0.483     0.159     0.044
    0.230    0.8118     0.484     0.159     0.044
    0.210    0.8289     0.477     0.156     0.046
    0.191    0.8472     0.420     0.128     0.086
    0.172    0.8655     0.429     0.248     0.008
    0.153    0.8474     0.770     0.108     0.000
    0.134    0.7989     0.781     0.102     0.000
    0.115    0.8002     0.791     0.095     0.000
    0.096    0.8164     0.798     0.092     0.000
    0.077    0.8351     0.802     0.089     0.000
    0.057    0.8544     0.805     0.089     0.000
    0.038    0.8718     0.797     0.086     0.000
    0.019    0.8859     0.715     0.104     0.003
    0.000    0.8944     0.708     0.094     0.012
 
# Band-Index  301
    0.000    0.9079     0.759     0.089     0.007
    0.019    0.9078     0.757     0.092     0.006
    0.038    0.9148     0.731     0.098     0.004
    0.057    0.9273     0.721     0.108     0.001
    0.077    0.9419     0.623     0.147     0.006
    0.096    0.9305     0.450     0.219     0.012
    0.115    0.9162     0.454     0.220     0.012
    0.134    0.9005     0.455     0.217     0.012
    0.153    0.8835     0.457     0.217     0.012
    0.172    0.8660     0.459     0.223     0.012
    0.191    0.8476     0.468     0.222     0.012
    0.210    0.8293     0.468     0.217     0.013
    0.230    0.8120     0.473     0.211     0.012
    0.230    0.8120     0.474     0.211     0.012
    0.241    0.8143     0.475     0.207     0.010
    0.252    0.8176     0.477     0.198     0.013
    0.263    0.8218     0.482     0.195     0.014
    0.274    0.8269     0.482     0.187     0.023
    0.285    0.8345     0.589     0.127     0.032
    0.296    0.8520     0.729     0.098     0.011
    0.307    0.8706     0.752     0.102     0.001
    0.318    0.8890     0.755     0.104     0.000
    0.329    0.8875     0.423     0.251     0.008
    0.340    0.8729     0.436     0.243     0.011
    0.351    0.8772     0.497     0.157     0.033
    0.362    0.8806     0.503     0.169     0.036
    0.362    0.8806     0.503     0.169     0.036
    0.384    0.8850     0.472     0.148     0.050
    0.406    0.8875     0.412     0.121     0.091
    0.428    0.8908     0.426     0.248     0.008
    0.450    0.9067     0.433     0.241     0.011
    0.472    0.9129     0.750     0.099     0.015
    0.495    0.9066     0.751     0.093     0.019
    0.517    0.9030     0.751     0.093     0.024
    0.539    0.9018     0.742     0.092     0.022
    0.561    0.9009     0.724     0.092     0.018
    0.583    0.8972     0.722     0.101     0.004
    0.605    0.8990     0.791     0.086     0.000
    0.627    0.9079     0.759     0.088     0.007
 
# Band-Index  302
    0.627    0.9079     0.764     0.084     0.008
    0.605    0.9167     0.756     0.091     0.006
    0.583    0.9308     0.731     0.100     0.005
    0.561    0.9420     0.720     0.103     0.002
    0.539    0.9369     0.646     0.137     0.007
    0.517    0.9300     0.450     0.220     0.012
    0.495    0.9237     0.454     0.219     0.012
    0.472    0.9171     0.456     0.217     0.012
    0.450    0.9075     0.457     0.223     0.012
    0.428    0.9031     0.169     0.040     0.221
    0.406    0.8967     0.236     0.055     0.189
    0.384    0.8907     0.330     0.083     0.139
    0.362    0.8810     0.371     0.093     0.111
    0.362    0.8810     0.371     0.093     0.111
    0.351    0.8855     0.376     0.097     0.111
    0.340    0.8959     0.382     0.100     0.109
    0.329    0.9059     0.393     0.102     0.102
    0.318    0.9031     0.408     0.114     0.091
    0.307    0.9194     0.422     0.123     0.088
    0.296    0.9349     0.437     0.130     0.076
    0.285    0.9428     0.415     0.262     0.011
    0.274    0.9496     0.416     0.255     0.011
    0.263    0.9551     0.563     0.133     0.041
    0.252    0.9591     0.472     0.150     0.051
    0.241    0.9615     0.476     0.154     0.042
    0.230    0.9623     0.497     0.165     0.036
    0.230    0.9623     0.498     0.165     0.036
    0.210    0.9547     0.487     0.155     0.046
    0.191    0.9309     0.483     0.162     0.041
    0.172    0.8932     0.510     0.176     0.025
    0.153    0.8840     0.429     0.247     0.008
    0.134    0.9011     0.487     0.195     0.016
    0.115    0.9169     0.480     0.195     0.014
    0.096    0.9313     0.473     0.205     0.012
    0.077    0.9422     0.467     0.202     0.009
    0.057    0.9276     0.609     0.131     0.020
    0.038    0.9149     0.674     0.106     0.019
    0.019    0.9078     0.743     0.085     0.016
    0.000    0.9079     0.762     0.084     0.007
 
# Band-Index  303
    0.000    0.9113     0.775     0.086     0.003
    0.019    0.9242     0.733     0.087     0.018
    0.038    0.9406     0.697     0.081     0.030
    0.057    0.9501     0.465     0.212     0.013
    0.077    0.9433     0.528     0.185     0.008
    0.096    0.9452     0.478     0.194     0.016
    0.115    0.9470     0.485     0.189     0.016
    0.134    0.9514     0.488     0.173     0.025
    0.153    0.9577     0.496     0.161     0.036
    0.172    0.9654     0.491     0.153     0.040
    0.191    0.9736     0.478     0.139     0.048
    0.210    0.9808     0.450     0.130     0.071
    0.230    0.9841     0.435     0.115     0.082
    0.230    0.9841     0.435     0.115     0.082
    0.241    0.9829     0.440     0.120     0.082
    0.252    0.9794     0.444     0.120     0.079
    0.263    0.9737     0.456     0.126     0.071
    0.274    0.9664     0.466     0.137     0.065
    0.285    0.9539     0.407     0.266     0.011
    0.296    0.9363     0.410     0.263     0.015
    0.307    0.9260     0.449     0.133     0.069
    0.318    0.9164     0.458     0.140     0.057
    0.329    0.9072     0.661     0.121     0.020
    0.340    0.9040     0.499     0.166     0.040
    0.351    0.8928     0.503     0.165     0.039
    0.362    0.8833     0.504     0.166     0.032
    0.362    0.8833     0.505     0.165     0.032
    0.384    0.8922     0.494     0.163     0.037
    0.406    0.8993     0.494     0.173     0.032
    0.428    0.9053     0.688     0.123     0.005
    0.450    0.9111     0.479     0.192     0.021
    0.472    0.9201     0.480     0.194     0.018
    0.495    0.9266     0.482     0.196     0.012
    0.517    0.9327     0.476     0.198     0.011
    0.539    0.9393     0.468     0.205     0.012
    0.561    0.9445     0.525     0.176     0.019
    0.583    0.9325     0.697     0.100     0.018
    0.605    0.9210     0.727     0.095     0.016
    0.627    0.9113     0.776     0.086     0.003
 
# Band-Index  304
    0.627    0.9115     0.775     0.074     0.012
    0.605    0.9300     0.732     0.083     0.023
    0.583    0.9538     0.696     0.077     0.031
    0.561    0.9465     0.598     0.117     0.035
    0.539    0.9559     0.523     0.193     0.008
    0.517    0.9521     0.726     0.109     0.005
    0.495    0.9388     0.505     0.097     0.080
    0.472    0.9240     0.494     0.103     0.077
    0.450    0.9141     0.501     0.110     0.071
    0.428    0.9071     0.514     0.119     0.056
    0.406    0.9183     0.536     0.127     0.047
    0.384    0.9318     0.560     0.130     0.035
    0.362    0.9415     0.581     0.135     0.030
    0.362    0.9415     0.581     0.135     0.030
    0.351    0.9361     0.568     0.133     0.038
    0.340    0.9231     0.547     0.128     0.044
    0.329    0.9154     0.405     0.273     0.011
    0.318    0.9267     0.403     0.275     0.011
    0.307    0.9376     0.474     0.149     0.062
    0.296    0.9480     0.477     0.149     0.053
    0.285    0.9577     0.489     0.149     0.042
    0.274    0.9720     0.488     0.159     0.042
    0.263    0.9905     0.498     0.165     0.040
    0.252    0.9912     0.746     0.108     0.000
    0.241    0.9920     0.738     0.120     0.000
    0.230    0.9939     0.734     0.118     0.000
    0.230    0.9939     0.734     0.118     0.000
    0.210    0.9881     0.741     0.109     0.000
    0.191    0.9815     0.748     0.106     0.000
    0.172    0.9766     0.544     0.162     0.022
    0.153    0.9734     0.490     0.190     0.017
    0.134    0.9717     0.433     0.244     0.010
    0.115    0.9704     0.425     0.246     0.008
    0.096    0.9589     0.429     0.239     0.008
    0.077    0.9450     0.584     0.147     0.018
    0.057    0.9536     0.585     0.149     0.016
    0.038    0.9409     0.678     0.096     0.032
    0.019    0.9244     0.728     0.081     0.023
    0.000    0.9115     0.775     0.075     0.012
 
# Band-Index  305
    0.000    0.9822     0.432     0.235     0.010
    0.019    0.9697     0.442     0.228     0.014
    0.038    0.9582     0.451     0.219     0.016
    0.057    0.9542     0.614     0.107     0.041
    0.077    0.9473     0.489     0.196     0.016
    0.096    0.9591     0.724     0.109     0.004
    0.115    0.9709     0.507     0.098     0.082
    0.134    0.9722     0.492     0.102     0.081
    0.153    0.9739     0.498     0.106     0.069
