  #K-Path    Energy        Mo         S        Si
# Band-Index    1
    0.428   -2.5344     0.222     0.424     0.000
    0.406   -2.5357     0.004     0.018     0.366
    0.384   -2.4763     0.017     0.034     0.348
    0.362   -2.3787     0.385     0.386     0.000
    0.362   -2.3787     0.385     0.386     0.000
    0.351   -2.4028     0.386     0.384     0.000
    0.340   -2.4277     0.384     0.384     0.000
    0.329   -2.4534     0.014     0.041     0.348
    0.318   -2.4792     0.004     0.036     0.357
    0.307   -2.4865     0.002     0.022     0.359
    0.296   -2.4660     0.112     0.464     0.030
    0.285   -2.4765     0.121     0.475     0.020
    0.274   -2.5109     0.191     0.462     0.000
    0.263   -2.5447     0.194     0.460     0.000
    0.252   -2.5524     0.192     0.465     0.000
    0.241   -2.5485     0.193     0.465     0.000
    0.230   -2.5472     0.190     0.463     0.000
    0.230   -2.5472     0.190     0.463     0.000
    0.210   -2.5685     0.190     0.465     0.000
    0.191   -2.4993     0.123     0.466     0.035
    0.172   -2.5004     0.055     0.198     0.229
    0.153   -2.4382     0.359     0.376     0.000
    0.134   -2.4327     0.351     0.382     0.000
    0.115   -2.4437     0.149     0.463     0.018
    0.096   -2.4354     0.185     0.335     0.065
    0.077   -2.4481     0.108     0.306     0.097
    0.057   -2.4421     0.105     0.310     0.099
    0.038   -2.4657     0.125     0.487     0.015
    0.019   -2.4493     0.127     0.520     0.003
    0.000   -2.4262     0.127     0.520     0.002
 
# Band-Index  229
    0.000   -2.4258     0.126     0.523     0.002
    0.019   -2.4257     0.123     0.523     0.002
    0.038   -2.4322     0.126     0.517     0.004
    0.057   -2.4417     0.129     0.496     0.010
    0.077   -2.4452     0.110     0.351     0.079
    0.096   -2.4311     0.111     0.273     0.113
    0.115   -2.4252     0.121     0.263     0.130
    0.134   -2.4038     0.119     0.253     0.130
    0.153   -2.4155     0.115     0.405     0.056
    0.172   -2.4281     0.012     0.019     0.368
    0.191   -2.4684     0.254     0.303     0.097
    0.210   -2.5058     0.375     0.401     0.000
    0.230   -2.5471     0.386     0.391     0.000
    0.230   -2.5471     0.386     0.391     0.000
    0.241   -2.5484     0.385     0.387     0.000
    0.252   -2.5523     0.383     0.387     0.000
    0.263   -2.5303     0.012     0.031     0.348
    0.274   -2.4964     0.009     0.025     0.359
    0.285   -2.4620     0.008     0.019     0.361
    0.296   -2.4659     0.117     0.468     0.025
    0.307   -2.4863     0.124     0.472     0.021
    0.318   -2.4791     0.191     0.459     0.000
    0.329   -2.4533     0.193     0.463     0.000
    0.340   -2.4277     0.193     0.464     0.000
    0.351   -2.4028     0.195     0.463     0.000
    0.362   -2.3786     0.191     0.465     0.000
    0.362   -2.3786     0.191     0.465     0.000
    0.384   -2.3330     0.192     0.464     0.000
    0.406   -2.4087     0.010     0.037     0.353
    0.428   -2.4755     0.082     0.322     0.145
    0.450   -2.5038     0.070     0.083     0.296
    0.472   -2.4680     0.355     0.381     0.000
    0.495   -2.4163     0.303     0.395     0.002
    0.517   -2.4145     0.146     0.363     0.062
    0.539   -2.3988     0.123     0.509     0.005
    0.561   -2.4095     0.301     0.334     0.055
    0.583   -2.4542     0.294     0.327     0.059
    0.605   -2.4428     0.126     0.519     0.001
    0.627   -2.4258     0.126     0.523     0.002
 
# Band-Index  230
    0.627   -2.4220     0.125     0.521     0.003
    0.605   -2.4095     0.126     0.520     0.004
    0.583   -2.4000     0.124     0.514     0.006
    0.561   -2.3964     0.303     0.333     0.057
    0.539   -2.3971     0.297     0.342     0.057
    0.517   -2.4115     0.313     0.391     0.000
    0.495   -2.4154     0.119     0.268     0.115
    0.472   -2.4414     0.117     0.252     0.126
    0.450   -2.4634     0.110     0.403     0.053
    0.428   -2.4711     0.002     0.013     0.374
    0.406   -2.4047     0.022     0.038     0.344
    0.384   -2.3329     0.037     0.120     0.281
    0.362   -2.3785     0.111     0.307     0.112
    0.362   -2.3785     0.111     0.307     0.112
    0.351   -2.3319     0.107     0.373     0.081
    0.340   -2.2993     0.105     0.405     0.067
    0.329   -2.3349     0.113     0.425     0.056
    0.318   -2.3706     0.110     0.450     0.042
    0.307   -2.4061     0.113     0.456     0.030
    0.296   -2.4413     0.000     0.013     0.365
    0.285   -2.4453     0.000     0.007     0.369
    0.274   -2.4257     0.000     0.003     0.379
    0.263   -2.4074     0.000     0.002     0.380
    0.252   -2.3908     0.000     0.003     0.375
    0.241   -2.3763     0.200     0.468     0.000
    0.230   -2.3673     0.199     0.463     0.000
    0.230   -2.3673     0.199     0.463     0.000
    0.210   -2.3892     0.191     0.466     0.000
    0.191   -2.4588     0.011     0.041     0.353
    0.172   -2.4271     0.079     0.315     0.153
    0.153   -2.4130     0.124     0.484     0.017
    0.134   -2.4019     0.125     0.498     0.015
    0.115   -2.4173     0.313     0.403     0.000
    0.096   -2.3798     0.171     0.379     0.047
    0.077   -2.3888     0.124     0.507     0.009
    0.057   -2.4275     0.123     0.515     0.003
    0.038   -2.4319     0.124     0.524     0.002
    0.019   -2.4255     0.122     0.520     0.001
    0.000   -2.4220     0.125     0.521     0.003
 
# Band-Index  231
    0.000   -2.4216     0.125     0.524     0.006
    0.019   -2.4007     0.121     0.523     0.002
    0.038   -2.3784     0.125     0.521     0.004
    0.057   -2.3593     0.122     0.519     0.004
    0.077   -2.3446     0.132     0.507     0.004
    0.096   -2.3797     0.315     0.391     0.000
    0.115   -2.4113     0.111     0.254     0.124
    0.134   -2.3833     0.117     0.246     0.149
    0.153   -2.3884     0.283     0.390     0.030
    0.172   -2.4258     0.330     0.411     0.000
    0.191   -2.4571     0.100     0.128     0.259
    0.210   -2.3874     0.034     0.119     0.287
    0.230   -2.3651     0.115     0.293     0.112
    0.230   -2.3651     0.115     0.293     0.112
    0.241   -2.3741     0.104     0.390     0.078
    0.252   -2.3898     0.106     0.411     0.064
    0.263   -2.4069     0.110     0.429     0.051
    0.274   -2.4254     0.107     0.448     0.037
    0.285   -2.4451     0.112     0.453     0.036
    0.296   -2.4271     0.008     0.017     0.369
    0.307   -2.3920     0.006     0.013     0.369
    0.318   -2.3567     0.006     0.013     0.377
    0.329   -2.3212     0.002     0.011     0.377
    0.340   -2.2887     0.112     0.294     0.112
    0.351   -2.2812     0.118     0.323     0.093
    0.362   -2.2760     0.116     0.336     0.084
    0.362   -2.2760     0.116     0.336     0.084
    0.384   -2.3157     0.004     0.011     0.372
    0.406   -2.3294     0.011     0.026     0.352
    0.428   -2.4177     0.002     0.012     0.362
    0.450   -2.4611     0.123     0.485     0.028
    0.472   -2.4398     0.126     0.493     0.015
    0.495   -2.4053     0.136     0.275     0.123
    0.517   -2.4001     0.140     0.451     0.028
    0.539   -2.3650     0.290     0.345     0.053
    0.561   -2.3950     0.128     0.516     0.004
    0.583   -2.3987     0.127     0.521     0.000
    0.605   -2.4083     0.124     0.521     0.000
    0.627   -2.4216     0.125     0.524     0.006
 
# Band-Index  232
    0.627   -2.4197     0.125     0.521     0.005
    0.605   -2.3899     0.124     0.520     0.002
    0.583   -2.3590     0.124     0.523     0.002
    0.561   -2.3315     0.120     0.517     0.003
    0.539   -2.3457     0.132     0.506     0.003
    0.517   -2.3988     0.281     0.351     0.057
    0.495   -2.3976     0.194     0.474     0.002
    0.472   -2.3758     0.239     0.428     0.000
    0.450   -2.3427     0.118     0.240     0.132
    0.428   -2.3177     0.107     0.409     0.059
    0.406   -2.2988     0.112     0.397     0.057
    0.384   -2.3120     0.114     0.364     0.076
    0.362   -2.2743     0.096     0.364     0.094
    0.362   -2.2743     0.096     0.364     0.094
    0.351   -2.2735     0.117     0.237     0.143
    0.340   -2.2870     0.119     0.221     0.147
    0.329   -2.2966     0.122     0.218     0.152
    0.318   -2.3051     0.122     0.215     0.162
    0.307   -2.3137     0.124     0.217     0.166
    0.296   -2.3239     0.124     0.224     0.167
    0.285   -2.3373     0.117     0.269     0.113
    0.274   -2.3477     0.117     0.286     0.105
    0.263   -2.3550     0.118     0.293     0.103
    0.252   -2.3596     0.200     0.468     0.000
    0.241   -2.3624     0.117     0.328     0.093
    0.230   -2.3611     0.116     0.338     0.083
    0.230   -2.3611     0.116     0.338     0.083
    0.210   -2.3707     0.000     0.009     0.374
    0.191   -2.3831     0.118     0.315     0.099
    0.172   -2.3989     0.118     0.307     0.096
    0.153   -2.3877     0.121     0.268     0.129
    0.134   -2.3779     0.123     0.245     0.148
    0.115   -2.3248     0.121     0.267     0.130
    0.096   -2.3513     0.137     0.455     0.030
    0.077   -2.3415     0.287     0.406     0.000
    0.057   -2.3559     0.122     0.512     0.000
    0.038   -2.3749     0.119     0.524     0.000
    0.019   -2.3970     0.122     0.519     0.000
    0.000   -2.4197     0.125     0.521     0.005
 
# Band-Index  233
    0.000   -2.1457     0.219     0.499     0.000
    0.019   -2.1666     0.237     0.486     0.000
    0.038   -2.2082     0.274     0.447     0.000
    0.057   -2.2601     0.294     0.420     0.000
    0.077   -2.3163     0.297     0.412     0.000
    0.096   -2.3296     0.121     0.509     0.008
    0.115   -2.3238     0.234     0.436     0.000
    0.134   -2.3775     0.238     0.424     0.000
    0.153   -2.3869     0.160     0.282     0.106
    0.172   -2.3962     0.110     0.408     0.055
    0.191   -2.3804     0.110     0.395     0.060
    0.210   -2.3681     0.113     0.356     0.085
    0.230   -2.3587     0.097     0.366     0.092
    0.230   -2.3587     0.097     0.366     0.092
    0.241   -2.3532     0.114     0.236     0.139
    0.252   -2.3500     0.120     0.226     0.134
    0.263   -2.3446     0.118     0.229     0.132
    0.274   -2.3380     0.120     0.241     0.127
    0.285   -2.3304     0.120     0.249     0.122
    0.296   -2.3222     0.120     0.261     0.119
    0.307   -2.3077     0.128     0.228     0.165
    0.318   -2.2899     0.127     0.257     0.153
    0.329   -2.2771     0.115     0.323     0.110
    0.340   -2.2857     0.015     0.033     0.361
    0.351   -2.2723     0.114     0.340     0.087
    0.362   -2.2741     0.115     0.336     0.083
    0.362   -2.2741     0.115     0.336     0.083
    0.384   -2.2842     0.115     0.321     0.089
    0.406   -2.2977     0.118     0.313     0.094
    0.428   -2.3167     0.117     0.306     0.098
    0.450   -2.3401     0.119     0.296     0.105
    0.472   -2.3683     0.119     0.267     0.129
    0.495   -2.3850     0.110     0.315     0.094
    0.517   -2.3638     0.327     0.397     0.000
    0.539   -2.3375     0.284     0.408     0.000
    0.561   -2.2763     0.290     0.414     0.000
    0.583   -2.2146     0.274     0.439     0.000
    0.605   -2.1720     0.242     0.487     0.000
    0.627   -2.1457     0.219     0.499     0.000
 
# Band-Index  234
    0.627   -2.1450     0.222     0.503     0.000
    0.605   -2.1717     0.244     0.480     0.000
    0.583   -2.2124     0.273     0.445     0.000
    0.561   -2.2677     0.294     0.422     0.000
    0.539   -2.3174     0.291     0.410     0.000
    0.517   -2.3627     0.122     0.510     0.008
    0.495   -2.3837     0.249     0.429     0.000
    0.472   -2.3592     0.308     0.437     0.000
    0.450   -2.3322     0.000     0.006     0.380
    0.428   -2.2981     0.122     0.236     0.134
    0.406   -2.2911     0.116     0.247     0.130
    0.384   -2.2831     0.116     0.275     0.119
    0.362   -2.2283     0.103     0.285     0.125
    0.362   -2.2283     0.103     0.285     0.125
    0.351   -2.2631     0.091     0.341     0.115
    0.340   -2.2732     0.089     0.318     0.131
    0.329   -2.2747     0.084     0.298     0.141
    0.318   -2.2794     0.082     0.289     0.150
    0.307   -2.2861     0.087     0.287     0.145
    0.296   -2.2944     0.092     0.294     0.138
    0.285   -2.3038     0.097     0.311     0.125
    0.274   -2.3138     0.109     0.330     0.103
    0.263   -2.3242     0.109     0.335     0.097
    0.252   -2.3351     0.113     0.335     0.089
    0.241   -2.3468     0.006     0.013     0.371
    0.230   -2.3517     0.004     0.010     0.380
    0.230   -2.3517     0.004     0.010     0.380
    0.210   -2.3574     0.115     0.325     0.090
    0.191   -2.3650     0.194     0.468     0.000
    0.172   -2.3749     0.131     0.255     0.160
    0.153   -2.3577     0.120     0.273     0.127
    0.134   -2.3521     0.114     0.297     0.099
    0.115   -2.3236     0.112     0.306     0.100
    0.096   -2.3260     0.327     0.404     0.000
    0.077   -2.3161     0.238     0.451     0.000
    0.057   -2.2601     0.285     0.418     0.000
    0.038   -2.2082     0.269     0.461     0.000
    0.019   -2.1662     0.240     0.485     0.000
    0.000   -2.1450     0.222     0.503     0.000
 
# Band-Index  235
    0.000   -2.1448     0.222     0.500     0.000
    0.019   -2.1661     0.235     0.487     0.000
    0.038   -2.1925     0.243     0.483     0.000
    0.057   -2.2206     0.257     0.480     0.000
    0.077   -2.2505     0.275     0.467     0.000
    0.096   -2.2819     0.280     0.460     0.000
    0.115   -2.3176     0.124     0.498     0.014
    0.134   -2.3140     0.121     0.492     0.019
    0.153   -2.3569     0.000     0.004     0.382
    0.172   -2.3746     0.117     0.240     0.131
    0.191   -2.3649     0.116     0.252     0.130
    0.210   -2.3573     0.114     0.265     0.125
    0.230   -2.3516     0.106     0.275     0.128
    0.230   -2.3516     0.106     0.275     0.128
    0.241   -2.3433     0.092     0.313     0.127
    0.252   -2.3328     0.089     0.301     0.136
    0.263   -2.3223     0.087     0.290     0.146
    0.274   -2.3120     0.088     0.281     0.151
    0.285   -2.3020     0.089     0.279     0.149
    0.296   -2.2925     0.094     0.289     0.139
    0.307   -2.2837     0.096     0.299     0.127
    0.318   -2.2755     0.104     0.304     0.122
    0.329   -2.2627     0.131     0.270     0.150
    0.340   -2.2723     0.114     0.341     0.086
    0.351   -2.2505     0.006     0.008     0.377
    0.362   -2.2257     0.003     0.006     0.379
    0.362   -2.2257     0.003     0.006     0.379
    0.384   -2.2696     0.101     0.303     0.124
    0.406   -2.2910     0.197     0.465     0.000
    0.428   -2.2871     0.127     0.250     0.165
    0.450   -2.3245     0.121     0.248     0.156
    0.472   -2.3570     0.115     0.282     0.122
    0.495   -2.3749     0.000     0.007     0.382
    0.517   -2.3226     0.271     0.358     0.053
    0.539   -2.3104     0.314     0.411     0.000
    0.561   -2.2596     0.294     0.434     0.000
    0.583   -2.2119     0.271     0.460     0.000
    0.605   -2.1661     0.243     0.475     0.000
    0.627   -2.1448     0.222     0.500     0.000
 
# Band-Index  236
    0.627   -2.1386     0.220     0.503     0.000
    0.605   -2.1585     0.228     0.488     0.000
    0.583   -2.2062     0.248     0.465     0.000
    0.561   -2.2586     0.258     0.448     0.000
    0.539   -2.2988     0.260     0.435     0.000
    0.517   -2.2841     0.257     0.435     0.000
    0.495   -2.2832     0.264     0.369     0.048
    0.472   -2.2563     0.117     0.498     0.020
    0.450   -2.2493     0.123     0.259     0.156
    0.428   -2.2533     0.115     0.474     0.030
    0.406   -2.2630     0.111     0.453     0.038
    0.384   -2.2322     0.089     0.360     0.109
    0.362   -2.2243     0.025     0.101     0.307
    0.362   -2.2243     0.025     0.101     0.307
    0.351   -2.2301     0.023     0.083     0.319
    0.340   -2.2431     0.016     0.064     0.335
    0.329   -2.2468     0.011     0.056     0.341
    0.318   -2.2541     0.008     0.038     0.354
    0.307   -2.2605     0.006     0.030     0.362
    0.296   -2.2658     0.006     0.023     0.368
    0.285   -2.2699     0.004     0.018     0.372
    0.274   -2.2728     0.003     0.015     0.375
    0.263   -2.2742     0.004     0.014     0.371
    0.252   -2.2741     0.140     0.268     0.160
    0.241   -2.2724     0.009     0.014     0.374
    0.230   -2.2700     0.000     0.006     0.378
    0.230   -2.2700     0.000     0.006     0.378
    0.210   -2.3130     0.141     0.280     0.161
    0.191   -2.3161     0.143     0.274     0.157
    0.172   -2.3135     0.200     0.472     0.000
    0.153   -2.3431     0.111     0.455     0.033
    0.134   -2.3122     0.108     0.474     0.032
    0.115   -2.3158     0.260     0.368     0.050
    0.096   -2.2747     0.113     0.494     0.028
    0.077   -2.2306     0.190     0.475     0.000
    0.057   -2.1923     0.292     0.434     0.000
    0.038   -2.1616     0.274     0.439     0.000
    0.019   -2.1420     0.247     0.474     0.000
    0.000   -2.1386     0.220     0.503     0.000
 
# Band-Index  237
    0.000   -2.1384     0.221     0.503     0.000
    0.019   -2.1416     0.228     0.486     0.000
    0.038   -2.1611     0.249     0.464     0.000
    0.057   -2.1918     0.259     0.447     0.000
    0.077   -2.2301     0.259     0.435     0.000
    0.096   -2.2742     0.255     0.426     0.000
    0.115   -2.3118     0.236     0.469     0.000
    0.134   -2.2900     0.000     0.005     0.388
    0.153   -2.3124     0.119     0.488     0.025
    0.172   -2.3133     0.116     0.459     0.037
    0.191   -2.3148     0.109     0.449     0.038
    0.210   -2.3118     0.089     0.357     0.111
    0.230   -2.2689     0.024     0.101     0.306
    0.230   -2.2689     0.024     0.101     0.306
    0.241   -2.2715     0.022     0.078     0.322
    0.252   -2.2731     0.017     0.062     0.337
    0.263   -2.2732     0.012     0.049     0.349
    0.274   -2.2718     0.011     0.042     0.354
    0.285   -2.2690     0.008     0.034     0.361
    0.296   -2.2648     0.005     0.026     0.365
    0.307   -2.2595     0.001     0.015     0.370
    0.318   -2.2531     0.001     0.011     0.373
    0.329   -2.2459     0.004     0.012     0.375
    0.340   -2.2386     0.005     0.012     0.375
    0.351   -2.2293     0.007     0.011     0.377
    0.362   -2.2162     0.089     0.168     0.259
    0.362   -2.2162     0.089     0.168     0.259
    0.384   -2.2260     0.043     0.110     0.290
    0.406   -2.2511     0.137     0.271     0.158
    0.428   -2.2532     0.200     0.466     0.000
    0.450   -2.2196     0.210     0.470     0.000
    0.472   -2.2475     0.243     0.385     0.051
    0.495   -2.2680     0.110     0.490     0.028
    0.517   -2.2796     0.000     0.005     0.383
    0.539   -2.1938     0.000     0.000     0.392
    0.561   -2.1219     0.202     0.430     0.032
    0.583   -2.1190     0.221     0.492     0.000
    0.605   -2.1246     0.218     0.501     0.000
    0.627   -2.1384     0.221     0.503     0.000
 
# Band-Index  238
    0.627   -2.1384     0.223     0.502     0.000
    0.605   -2.1245     0.211     0.512     0.000
    0.583   -2.1189     0.199     0.518     0.000
    0.561   -2.1217     0.190     0.522     0.000
    0.539   -2.1311     0.000     0.000     0.400
    0.517   -2.1459     0.000     0.000     0.395
    0.495   -2.1658     0.000     0.001     0.388
    0.472   -2.1904     0.000     0.002     0.386
    0.450   -2.2195     0.117     0.486     0.024
    0.428   -2.2467     0.129     0.301     0.145
    0.406   -2.2471     0.147     0.320     0.140
    0.384   -2.2207     0.170     0.356     0.111
    0.362   -2.2147     0.024     0.093     0.311
    0.362   -2.2147     0.024     0.093     0.311
    0.351   -2.2235     0.029     0.115     0.296
    0.340   -2.2377     0.034     0.137     0.283
    0.329   -2.2439     0.036     0.144     0.273
    0.318   -2.2101     0.037     0.145     0.269
    0.307   -2.2211     0.033     0.136     0.277
    0.296   -2.2302     0.031     0.112     0.289
    0.285   -2.2382     0.026     0.087     0.310
    0.274   -2.2456     0.022     0.064     0.327
    0.263   -2.2525     0.200     0.476     0.000
    0.252   -2.2589     0.005     0.010     0.376
    0.241   -2.2645     0.148     0.285     0.157
    0.230   -2.2684     0.050     0.096     0.309
    0.230   -2.2684     0.050     0.096     0.309
    0.210   -2.2189     0.136     0.280     0.163
    0.191   -2.2514     0.114     0.373     0.076
    0.172   -2.2941     0.115     0.424     0.046
    0.153   -2.3097     0.210     0.470     0.000
    0.134   -2.2893     0.213     0.471     0.000
    0.115   -2.2264     0.216     0.467     0.000
    0.096   -2.1683     0.222     0.472     0.000
    0.077   -2.1174     0.224     0.474     0.000
    0.057   -2.0802     0.221     0.480     0.000
    0.038   -2.0987     0.221     0.495     0.000
    0.019   -2.1191     0.217     0.503     0.000
    0.000   -2.1384     0.223     0.502     0.000
 
# Band-Index  239
    0.000   -2.0171     0.000     0.000     0.411
    0.019   -2.0242     0.003     0.000     0.402
    0.038   -2.0440     0.002     0.000     0.402
    0.057   -2.0755     0.000     0.000     0.403
    0.077   -2.1167     0.000     0.000     0.399
    0.096   -2.1675     0.000     0.000     0.394
    0.115   -2.2256     0.000     0.001     0.392
    0.134   -2.2832     0.254     0.368     0.053
    0.153   -2.2541     0.244     0.377     0.059
    0.172   -2.2295     0.229     0.389     0.063
    0.191   -2.2110     0.218     0.399     0.064
    0.210   -2.2013     0.188     0.364     0.087
    0.230   -2.2674     0.022     0.096     0.308
    0.230   -2.2674     0.022     0.096     0.308
    0.241   -2.2636     0.030     0.118     0.292
    0.252   -2.2580     0.032     0.129     0.281
    0.263   -2.2516     0.034     0.145     0.274
    0.274   -2.2447     0.035     0.143     0.273
    0.285   -2.2373     0.033     0.134     0.275
    0.296   -2.2293     0.031     0.116     0.289
    0.307   -2.2201     0.028     0.084     0.307
    0.318   -2.2091     0.025     0.061     0.330
    0.329   -2.1969     0.038     0.085     0.313
    0.340   -2.1976     0.166     0.342     0.121
    0.351   -2.2014     0.163     0.326     0.128
    0.362   -2.2137     0.017     0.024     0.371
    0.362   -2.2137     0.017     0.024     0.371
    0.384   -2.1984     0.004     0.005     0.385
    0.406   -2.1803     0.204     0.394     0.068
    0.428   -2.1933     0.216     0.399     0.064
    0.450   -2.2169     0.234     0.391     0.059
    0.472   -2.1903     0.209     0.468     0.000
    0.495   -2.1657     0.213     0.470     0.000
    0.517   -2.1458     0.220     0.471     0.000
    0.539   -2.1310     0.225     0.472     0.000
    0.561   -2.1210     0.030     0.062     0.353
    0.583   -2.0653     0.000     0.000     0.407
    0.605   -2.0297     0.000     0.000     0.404
    0.627   -2.0171     0.000     0.000     0.411
 
# Band-Index  240
    0.627   -2.0162     0.000     0.000     0.410
    0.605   -2.0191     0.004     0.000     0.403
    0.583   -2.0282     0.002     0.000     0.403
    0.561   -2.0396     0.000     0.000     0.401
    0.539   -2.0526     0.596     0.125     0.000
    0.517   -2.0686     0.605     0.127     0.000
    0.495   -2.0873     0.610     0.126     0.000
    0.472   -2.1082     0.618     0.126     0.000
    0.450   -2.1306     0.621     0.124     0.000
    0.428   -2.1536     0.622     0.123     0.000
    0.406   -2.1767     0.603     0.114     0.024
    0.384   -2.1942     0.009     0.037     0.359
    0.362   -2.2069     0.183     0.381     0.088
    0.362   -2.2069     0.183     0.381     0.088
    0.351   -2.1952     0.183     0.381     0.089
    0.340   -2.1908     0.183     0.381     0.089
    0.329   -2.1959     0.181     0.381     0.091
    0.318   -2.2029     0.183     0.381     0.091
    0.307   -2.1944     0.185     0.381     0.096
    0.296   -2.1956     0.180     0.372     0.097
    0.285   -2.1973     0.180     0.367     0.101
    0.274   -2.1993     0.198     0.476     0.000
    0.263   -2.2012     0.041     0.088     0.306
    0.252   -2.2027     0.174     0.350     0.113
    0.241   -2.2038     0.167     0.339     0.127
    0.230   -2.2041     0.040     0.072     0.333
    0.230   -2.2041     0.040     0.072     0.333
    0.210   -2.1927     0.002     0.005     0.383
    0.191   -2.1135     0.002     0.000     0.386
    0.172   -2.1189     0.007     0.000     0.388
    0.153   -2.1198     0.018     0.000     0.391
    0.134   -2.1161     0.025     0.000     0.389
    0.115   -2.1079     0.029     0.004     0.381
    0.096   -2.0955     0.057     0.018     0.362
    0.077   -2.0793     0.111     0.044     0.326
    0.057   -2.0747     0.194     0.063     0.268
    0.038   -2.0433     0.203     0.062     0.261
    0.019   -2.0234     0.030     0.000     0.389
    0.000   -2.0162     0.000     0.000     0.410
 
# Band-Index  241
    0.000   -2.0136     0.000     0.000     0.411
    0.019   -2.0135     0.567     0.145     0.000
    0.038   -2.0374     0.578     0.141     0.000
    0.057   -2.0597     0.589     0.134     0.000
    0.077   -2.0636     0.180     0.529     0.000
    0.096   -2.0491     0.174     0.538     0.000
    0.115   -2.0365     0.168     0.546     0.000
    0.134   -2.0258     0.158     0.547     0.000
    0.153   -2.0171     0.150     0.548     0.000
    0.172   -2.0340     0.031     0.029     0.356
    0.191   -2.1122     0.024     0.027     0.363
    0.210   -2.1908     0.025     0.064     0.338
    0.230   -2.1998     0.188     0.393     0.083
    0.230   -2.1998     0.188     0.393     0.083
    0.241   -2.1994     0.188     0.393     0.083
    0.252   -2.1983     0.187     0.393     0.084
    0.263   -2.1966     0.187     0.391     0.084
    0.274   -2.1945     0.184     0.383     0.085
    0.285   -2.1922     0.185     0.379     0.089
    0.296   -2.1901     0.184     0.375     0.090
    0.307   -2.1885     0.185     0.372     0.095
    0.318   -2.1940     0.179     0.355     0.107
    0.329   -2.1944     0.124     0.253     0.189
    0.340   -2.1805     0.005     0.017     0.360
    0.351   -2.1748     0.014     0.008     0.379
    0.362   -2.2010     0.158     0.314     0.142
    0.362   -2.2010     0.158     0.314     0.142
    0.384   -2.1829     0.185     0.367     0.100
    0.406   -2.1728     0.004     0.000     0.385
    0.428   -2.1500     0.006     0.000     0.387
    0.450   -2.1271     0.019     0.000     0.386
    0.472   -2.1049     0.025     0.000     0.385
    0.495   -2.0843     0.036     0.007     0.379
    0.517   -2.0658     0.071     0.029     0.356
    0.539   -2.0503     0.145     0.051     0.301
    0.561   -2.0379     0.257     0.083     0.217
    0.583   -2.0266     0.296     0.087     0.196
    0.605   -2.0165     0.051     0.006     0.374
    0.627   -2.0136     0.000     0.000     0.411
 
# Band-Index  242
    0.627   -1.9952     0.553     0.145     0.005
    0.605   -2.0086     0.000     0.000     0.410
    0.583   -2.0191     0.000     0.000     0.409
    0.561   -2.0266     0.000     0.000     0.411
    0.539   -2.0332     0.000     0.000     0.411
    0.517   -2.0380     0.000     0.000     0.411
    0.495   -2.0411     0.000     0.000     0.411
    0.472   -2.0423     0.565     0.140     0.032
    0.450   -2.0416     0.588     0.138     0.031
    0.428   -2.0389     0.043     0.026     0.352
    0.406   -2.0854     0.026     0.025     0.356
    0.384   -2.1536     0.628     0.125     0.000
    0.362   -2.1998     0.631     0.121     0.006
    0.362   -2.1998     0.631     0.121     0.006
    0.351   -2.1710     0.626     0.121     0.006
    0.340   -2.1794     0.624     0.119     0.006
    0.329   -2.1884     0.625     0.130     0.006
    0.318   -2.1878     0.611     0.145     0.006
    0.307   -2.1641     0.190     0.498     0.000
    0.296   -2.1279     0.187     0.489     0.000
    0.285   -2.0948     0.191     0.484     0.000
    0.274   -2.0794     0.178     0.365     0.097
    0.263   -2.0835     0.175     0.358     0.104
    0.252   -2.0867     0.006     0.019     0.361
    0.241   -2.0888     0.006     0.007     0.380
    0.230   -2.0894     0.156     0.315     0.136
    0.230   -2.0894     0.156     0.315     0.136
    0.210   -2.1035     0.005     0.001     0.387
    0.191   -2.1110     0.027     0.010     0.377
    0.172   -2.0331     0.590     0.168     0.000
    0.153   -1.9996     0.580     0.172     0.010
    0.134   -1.9743     0.558     0.177     0.016
    0.115   -1.9792     0.534     0.179     0.024
    0.096   -1.9897     0.502     0.167     0.048
    0.077   -1.9983     0.445     0.152     0.083
    0.057   -2.0050     0.362     0.116     0.144
    0.038   -2.0098     0.354     0.109     0.145
    0.019   -2.0127     0.529     0.145     0.028
    0.000   -1.9952     0.553     0.145     0.005
 
# Band-Index  243
    0.000   -1.9950     0.556     0.145     0.005
    0.019   -1.9923     0.539     0.165     0.004
    0.038   -1.9824     0.521     0.191     0.004
    0.057   -1.9689     0.515     0.213     0.000
    0.077   -1.9550     0.512     0.218     0.000
    0.096   -1.9420     0.517     0.223     0.000
    0.115   -1.9516     0.521     0.124     0.040
    0.134   -1.9669     0.000     0.000     0.411
    0.153   -1.9636     0.066     0.047     0.326
    0.172   -2.0244     0.573     0.123     0.034
    0.191   -2.0492     0.619     0.125     0.004
    0.210   -2.0710     0.623     0.124     0.001
    0.230   -2.0891     0.626     0.129     0.003
    0.230   -2.0891     0.626     0.129     0.003
    0.241   -2.0884     0.625     0.129     0.003
    0.252   -2.0864     0.627     0.129     0.003
    0.263   -2.0832     0.621     0.132     0.003
    0.274   -2.0789     0.618     0.132     0.008
    0.285   -2.0738     0.618     0.132     0.015
    0.296   -2.0681     0.612     0.134     0.016
    0.307   -2.0629     0.577     0.127     0.032
    0.318   -2.0647     0.333     0.079     0.187
    0.329   -2.0924     0.053     0.018     0.360
    0.340   -2.1312     0.021     0.006     0.380
