  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.019   -2.4002     0.124     0.524     0.003     0.000     0.000
    0.038   -2.3780     0.121     0.520     0.003     0.000     0.000
    0.057   -2.3588     0.120     0.517     0.004     0.000     0.000
    0.077   -2.3440     0.126     0.505     0.005     0.000     0.000
    0.096   -2.3783     0.310     0.391     0.000     0.000     0.000
    0.115   -2.4113     0.113     0.259     0.133     0.000     0.000
    0.134   -2.3824     0.116     0.244     0.154     0.000     0.000
    0.153   -2.3885     0.200     0.319     0.079     0.000     0.000
    0.172   -2.4250     0.327     0.406     0.005     0.000     0.000
    0.191   -2.4577     0.136     0.168     0.225     0.000     0.000
    0.210   -2.3883     0.034     0.111     0.294     0.000     0.000
    0.230   -2.3655     0.113     0.287     0.113     0.000     0.000
    0.230   -2.3655     0.113     0.287     0.113     0.000     0.000
    0.241   -2.3739     0.102     0.387     0.076     0.000     0.000
    0.252   -2.3893     0.103     0.411     0.067     0.000     0.000
    0.263   -2.4062     0.108     0.428     0.055     0.000     0.000
    0.274   -2.4246     0.109     0.443     0.049     0.000     0.000
    0.285   -2.4441     0.109     0.458     0.034     0.000     0.000
    0.296   -2.4256     0.007     0.017     0.363     0.000     0.000
    0.307   -2.3905     0.006     0.013     0.369     0.000     0.000
    0.318   -2.3551     0.003     0.013     0.376     0.000     0.000
    0.329   -2.3197     0.003     0.011     0.378     0.000     0.000
    0.340   -2.2886     0.115     0.301     0.102     0.000     0.000
    0.351   -2.2812     0.117     0.323     0.092     0.000     0.000
    0.362   -2.2762     0.120     0.332     0.084     0.000     0.000
    0.362   -2.2762     0.120     0.332     0.084     0.000     0.000
    0.384   -2.3147     0.004     0.011     0.371     0.000     0.000
    0.406   -2.3320     0.009     0.023     0.352     0.000     0.000
    0.428   -2.4205     0.002     0.012     0.361     0.000     0.000
    0.450   -2.4603     0.126     0.479     0.028     0.000     0.000
    0.472   -2.4389     0.130     0.495     0.015     0.000     0.000
    0.495   -2.4044     0.142     0.276     0.124     0.000     0.000
    0.517   -2.4001     0.140     0.456     0.029     0.000     0.000
    0.539   -2.3634     0.287     0.344     0.052     0.000     0.000
    0.561   -2.3944     0.123     0.512     0.002     0.000     0.000
    0.583   -2.3981     0.126     0.518     0.001     0.000     0.000
    0.605   -2.4077     0.127     0.520     0.000     0.000     0.000
    0.627   -2.4202     0.128     0.523     0.004     0.000     0.000
 
# Band-Index  240
    0.627   -2.4188     0.128     0.518     0.002     0.000     0.000
    0.605   -2.3885     0.124     0.523     0.002     0.000     0.000
    0.583   -2.3578     0.125     0.522     0.003     0.000     0.000
    0.561   -2.3303     0.121     0.519     0.003     0.000     0.000
    0.539   -2.3442     0.131     0.507     0.003     0.000     0.000
    0.517   -2.3983     0.278     0.354     0.052     0.000     0.000
    0.495   -2.3978     0.186     0.475     0.003     0.000     0.000
    0.472   -2.3749     0.239     0.426     0.000     0.000     0.000
    0.450   -2.3420     0.134     0.254     0.122     0.000     0.000
    0.428   -2.3177     0.110     0.404     0.058     0.000     0.000
    0.406   -2.2989     0.112     0.391     0.061     0.000     0.000
    0.384   -2.3106     0.114     0.353     0.080     0.000     0.000
    0.362   -2.2738     0.098     0.366     0.097     0.000     0.000
    0.362   -2.2738     0.098     0.366     0.097     0.000     0.000
    0.351   -2.2731     0.119     0.241     0.143     0.000     0.000
    0.340   -2.2863     0.121     0.219     0.149     0.000     0.000
    0.329   -2.2966     0.123     0.217     0.151     0.000     0.000
    0.318   -2.3051     0.122     0.218     0.160     0.000     0.000
    0.307   -2.3138     0.123     0.218     0.166     0.000     0.000
    0.296   -2.3252     0.128     0.224     0.167     0.000     0.000
    0.285   -2.3385     0.119     0.271     0.113     0.000     0.000
    0.274   -2.3487     0.119     0.282     0.105     0.000     0.000
    0.263   -2.3559     0.119     0.294     0.102     0.000     0.000
    0.252   -2.3605     0.197     0.469     0.000     0.000     0.000
    0.241   -2.3632     0.114     0.332     0.089     0.000     0.000
    0.230   -2.3616     0.119     0.334     0.085     0.000     0.000
    0.230   -2.3616     0.119     0.334     0.085     0.000     0.000
    0.210   -2.3714     0.000     0.009     0.373     0.000     0.000
    0.191   -2.3836     0.118     0.311     0.096     0.000     0.000
    0.172   -2.3992     0.115     0.302     0.097     0.000     0.000
    0.153   -2.3874     0.123     0.272     0.130     0.000     0.000
    0.134   -2.3771     0.121     0.241     0.149     0.000     0.000
    0.115   -2.3240     0.120     0.265     0.129     0.000     0.000
    0.096   -2.3498     0.140     0.454     0.027     0.000     0.000
    0.077   -2.3395     0.289     0.411     0.000     0.000     0.000
    0.057   -2.3542     0.118     0.513     0.002     0.000     0.000
    0.038   -2.3732     0.118     0.524     0.000     0.000     0.000
    0.019   -2.3953     0.120     0.522     0.001     0.000     0.000
    0.000   -2.4188     0.128     0.518     0.002     0.000     0.000
 
# Band-Index  241
    0.000   -2.1448     0.220     0.503     0.000     0.000     0.000
    0.019   -2.1658     0.236     0.490     0.000     0.000     0.000
    0.038   -2.2075     0.274     0.446     0.000     0.000     0.000
    0.057   -2.2593     0.295     0.422     0.000     0.000     0.000
    0.077   -2.3156     0.297     0.409     0.000     0.000     0.000
    0.096   -2.3292     0.124     0.510     0.012     0.000     0.000
    0.115   -2.3233     0.244     0.435     0.000     0.000     0.000
    0.134   -2.3766     0.240     0.429     0.000     0.000     0.000
    0.153   -2.3864     0.225     0.340     0.063     0.000     0.000
    0.172   -2.3953     0.112     0.401     0.055     0.000     0.000
    0.191   -2.3798     0.112     0.389     0.061     0.000     0.000
    0.210   -2.3680     0.112     0.337     0.090     0.000     0.000
    0.230   -2.3582     0.095     0.356     0.099     0.000     0.000
    0.230   -2.3582     0.095     0.356     0.099     0.000     0.000
    0.241   -2.3533     0.115     0.241     0.134     0.000     0.000
    0.252   -2.3501     0.121     0.228     0.136     0.000     0.000
    0.263   -2.3447     0.118     0.236     0.132     0.000     0.000
    0.274   -2.3381     0.117     0.239     0.125     0.000     0.000
    0.285   -2.3305     0.118     0.248     0.122     0.000     0.000
    0.296   -2.3223     0.118     0.257     0.118     0.000     0.000
    0.307   -2.3089     0.128     0.228     0.171     0.000     0.000
    0.318   -2.2912     0.131     0.253     0.156     0.000     0.000
    0.329   -2.2776     0.119     0.316     0.114     0.000     0.000
    0.340   -2.2842     0.007     0.029     0.371     0.000     0.000
    0.351   -2.2717     0.113     0.337     0.086     0.000     0.000
    0.362   -2.2732     0.115     0.334     0.085     0.000     0.000
    0.362   -2.2732     0.115     0.334     0.085     0.000     0.000
    0.384   -2.2843     0.114     0.319     0.089     0.000     0.000
    0.406   -2.2972     0.118     0.314     0.095     0.000     0.000
    0.428   -2.3162     0.116     0.302     0.102     0.000     0.000
    0.450   -2.3403     0.120     0.296     0.105     0.000     0.000
    0.472   -2.3686     0.119     0.265     0.130     0.000     0.000
    0.495   -2.3848     0.111     0.310     0.099     0.000     0.000
    0.517   -2.3631     0.326     0.395     0.000     0.000     0.000
    0.539   -2.3371     0.285     0.408     0.000     0.000     0.000
    0.561   -2.2747     0.289     0.415     0.000     0.000     0.000
    0.583   -2.2131     0.273     0.437     0.000     0.000     0.000
    0.605   -2.1714     0.240     0.488     0.000     0.000     0.000
    0.627   -2.1448     0.220     0.503     0.000     0.000     0.000
 
# Band-Index  242
    0.627   -2.1445     0.221     0.503     0.000     0.000     0.000
    0.605   -2.1710     0.241     0.486     0.000     0.000     0.000
    0.583   -2.2117     0.271     0.448     0.000     0.000     0.000
    0.561   -2.2673     0.295     0.419     0.000     0.000     0.000
    0.539   -2.3165     0.295     0.413     0.000     0.000     0.000
    0.517   -2.3619     0.118     0.508     0.010     0.000     0.000
    0.495   -2.3834     0.236     0.441     0.000     0.000     0.000
    0.472   -2.3587     0.307     0.441     0.000     0.000     0.000
    0.450   -2.3314     0.000     0.007     0.384     0.000     0.000
    0.428   -2.2971     0.116     0.240     0.131     0.000     0.000
    0.406   -2.2904     0.117     0.248     0.131     0.000     0.000
    0.384   -2.2824     0.112     0.275     0.125     0.000     0.000
    0.362   -2.2276     0.102     0.273     0.132     0.000     0.000
    0.362   -2.2276     0.102     0.273     0.132     0.000     0.000
    0.351   -2.2617     0.091     0.333     0.118     0.000     0.000
    0.340   -2.2732     0.087     0.311     0.134     0.000     0.000
    0.329   -2.2745     0.085     0.292     0.143     0.000     0.000
    0.318   -2.2793     0.085     0.280     0.149     0.000     0.000
    0.307   -2.2862     0.085     0.279     0.146     0.000     0.000
    0.296   -2.2946     0.090     0.288     0.138     0.000     0.000
    0.285   -2.3041     0.096     0.301     0.122     0.000     0.000
    0.274   -2.3140     0.101     0.325     0.108     0.000     0.000
    0.263   -2.3243     0.106     0.334     0.096     0.000     0.000
    0.252   -2.3351     0.115     0.339     0.090     0.000     0.000
    0.241   -2.3466     0.004     0.012     0.377     0.000     0.000
    0.230   -2.3515     0.006     0.017     0.374     0.000     0.000
    0.230   -2.3515     0.006     0.017     0.374     0.000     0.000
    0.210   -2.3575     0.115     0.325     0.090     0.000     0.000
    0.191   -2.3653     0.201     0.467     0.000     0.000     0.000
    0.172   -2.3752     0.132     0.252     0.159     0.000     0.000
    0.153   -2.3567     0.120     0.275     0.132     0.000     0.000
    0.134   -2.3512     0.113     0.299     0.105     0.000     0.000
    0.115   -2.3229     0.108     0.308     0.098     0.000     0.000
    0.096   -2.3245     0.327     0.401     0.000     0.000     0.000
    0.077   -2.3152     0.245     0.446     0.000     0.000     0.000
    0.057   -2.2589     0.285     0.419     0.000     0.000     0.000
    0.038   -2.2071     0.268     0.459     0.000     0.000     0.000
    0.019   -2.1656     0.239     0.486     0.000     0.000     0.000
    0.000   -2.1445     0.221     0.503     0.000     0.000     0.000
 
# Band-Index  243
    0.000   -2.1438     0.218     0.502     0.000     0.000     0.000
    0.019   -2.1651     0.242     0.482     0.000     0.000     0.000
    0.038   -2.1918     0.246     0.485     0.000     0.000     0.000
    0.057   -2.2199     0.258     0.478     0.000     0.000     0.000
    0.077   -2.2498     0.275     0.466     0.000     0.000     0.000
    0.096   -2.2812     0.281     0.461     0.000     0.000     0.000
    0.115   -2.3166     0.157     0.473     0.017     0.000     0.000
    0.134   -2.3138     0.117     0.496     0.017     0.000     0.000
    0.153   -2.3560     0.000     0.005     0.382     0.000     0.000
    0.172   -2.3746     0.117     0.239     0.131     0.000     0.000
    0.191   -2.3646     0.118     0.250     0.128     0.000     0.000
    0.210   -2.3566     0.112     0.288     0.114     0.000     0.000
    0.230   -2.3506     0.103     0.289     0.123     0.000     0.000
    0.230   -2.3506     0.103     0.289     0.123     0.000     0.000
    0.241   -2.3429     0.091     0.306     0.128     0.000     0.000
    0.252   -2.3326     0.086     0.296     0.139     0.000     0.000
    0.263   -2.3223     0.080     0.279     0.149     0.000     0.000
    0.274   -2.3121     0.080     0.276     0.157     0.000     0.000
    0.285   -2.3022     0.080     0.275     0.153     0.000     0.000
    0.296   -2.2925     0.087     0.281     0.148     0.000     0.000
    0.307   -2.2836     0.093     0.295     0.133     0.000     0.000
    0.318   -2.2751     0.107     0.299     0.124     0.000     0.000
    0.329   -2.2629     0.129     0.271     0.154     0.000     0.000
    0.340   -2.2718     0.114     0.336     0.091     0.000     0.000
    0.351   -2.2491     0.006     0.009     0.379     0.000     0.000
    0.362   -2.2266     0.000     0.006     0.383     0.000     0.000
    0.362   -2.2266     0.000     0.006     0.383     0.000     0.000
    0.384   -2.2697     0.096     0.289     0.132     0.000     0.000
    0.406   -2.2902     0.196     0.468     0.000     0.000     0.000
    0.428   -2.2874     0.128     0.252     0.167     0.000     0.000
    0.450   -2.3246     0.119     0.248     0.155     0.000     0.000
    0.472   -2.3569     0.116     0.278     0.118     0.000     0.000
    0.495   -2.3738     0.000     0.007     0.382     0.000     0.000
    0.517   -2.3210     0.269     0.358     0.052     0.000     0.000
    0.539   -2.3096     0.316     0.417     0.000     0.000     0.000
    0.561   -2.2589     0.291     0.433     0.000     0.000     0.000
    0.583   -2.2112     0.269     0.460     0.000     0.000     0.000
    0.605   -2.1646     0.247     0.473     0.000     0.000     0.000
