  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.340   -2.7121     0.366     0.362     0.000     0.000     0.000
    0.351   -2.7072     0.372     0.363     0.000     0.000     0.000
    0.362   -2.7048     0.375     0.366     0.000     0.000     0.000
    0.362   -2.7048     0.375     0.366     0.000     0.000     0.000
    0.384   -2.7047     0.386     0.365     0.000     0.000     0.000
    0.406   -2.7132     0.396     0.362     0.000     0.000     0.000
    0.428   -2.7274     0.214     0.472     0.000     0.000     0.000
    0.450   -2.6886     0.334     0.410     0.000     0.000     0.000
    0.472   -2.6529     0.533     0.313     0.000     0.000     0.000
    0.495   -2.6790     0.156     0.511     0.000     0.000     0.000
    0.517   -2.6336     0.150     0.512     0.000     0.000     0.000
    0.539   -2.5905     0.140     0.509     0.003     0.000     0.000
    0.561   -2.5576     0.541     0.305     0.000     0.000     0.000
    0.583   -2.5458     0.545     0.305     0.000     0.000     0.000
    0.605   -2.5388     0.544     0.309     0.000     0.000     0.000
    0.627   -2.5366     0.545     0.305     0.000     0.000     0.000
 
# Band-Index  228
    0.627   -2.5364     0.544     0.308     0.000     0.000     0.000
    0.605   -2.5226     0.110     0.364     0.068     0.000     0.000
    0.583   -2.5332     0.087     0.395     0.058     0.000     0.000
    0.561   -2.5535     0.086     0.420     0.048     0.000     0.000
    0.539   -2.5741     0.539     0.303     0.000     0.000     0.000
    0.517   -2.5955     0.147     0.513     0.001     0.000     0.000
    0.495   -2.6217     0.151     0.511     0.000     0.000     0.000
    0.472   -2.6490     0.153     0.505     0.001     0.000     0.000
    0.450   -2.6814     0.088     0.476     0.023     0.000     0.000
    0.428   -2.7266     0.089     0.478     0.018     0.000     0.000
    0.406   -2.7013     0.327     0.373     0.000     0.000     0.000
    0.384   -2.6737     0.108     0.284     0.151     0.000     0.000
    0.362   -2.7045     0.155     0.420     0.048     0.000     0.000
    0.362   -2.7045     0.155     0.420     0.048     0.000     0.000
    0.351   -2.6856     0.150     0.430     0.047     0.000     0.000
    0.340   -2.6682     0.103     0.311     0.138     0.000     0.000
    0.329   -2.6650     0.120     0.358     0.112     0.000     0.000
    0.318   -2.6770     0.117     0.413     0.070     0.000     0.000
    0.307   -2.6912     0.110     0.485     0.012     0.000     0.000
    0.296   -2.7047     0.111     0.482     0.012     0.000     0.000
    0.285   -2.7168     0.120     0.481     0.012     0.000     0.000
    0.274   -2.7253     0.129     0.478     0.012     0.000     0.000
    0.263   -2.7108     0.183     0.452     0.014     0.000     0.000
    0.252   -2.6939     0.334     0.379     0.000     0.000     0.000
    0.241   -2.6994     0.369     0.369     0.000     0.000     0.000
    0.230   -2.7092     0.376     0.364     0.000     0.000     0.000
    0.230   -2.7092     0.376     0.364     0.000     0.000     0.000
    0.210   -2.7247     0.292     0.402     0.002     0.000     0.000
    0.191   -2.6989     0.139     0.481     0.008     0.000     0.000
    0.172   -2.6680     0.240     0.452     0.000     0.000     0.000
    0.153   -2.6425     0.257     0.404     0.000     0.000     0.000
    0.134   -2.6625     0.155     0.504     0.000     0.000     0.000
    0.115   -2.6253     0.536     0.305     0.000     0.000     0.000
    0.096   -2.5889     0.540     0.301     0.000     0.000     0.000
    0.077   -2.5643     0.542     0.301     0.000     0.000     0.000
    0.057   -2.5472     0.118     0.475     0.023     0.000     0.000
    0.038   -2.5322     0.095     0.405     0.058     0.000     0.000
    0.019   -2.5219     0.101     0.370     0.069     0.000     0.000
    0.000   -2.5364     0.544     0.308     0.000     0.000     0.000
 
# Band-Index  229
    0.000   -2.5146     0.091     0.346     0.079     0.000     0.000
    0.019   -2.5134     0.121     0.352     0.074     0.000     0.000
    0.038   -2.5115     0.092     0.384     0.064     0.000     0.000
    0.057   -2.5229     0.129     0.490     0.015     0.000     0.000
    0.077   -2.5540     0.140     0.512     0.004     0.000     0.000
    0.096   -2.5796     0.540     0.300     0.000     0.000     0.000
    0.115   -2.5981     0.538     0.300     0.000     0.000     0.000
    0.134   -2.6196     0.538     0.302     0.000     0.000     0.000
    0.153   -2.6222     0.018     0.023     0.346     0.000     0.000
    0.172   -2.6377     0.326     0.370     0.000     0.000     0.000
    0.191   -2.6938     0.095     0.482     0.016     0.000     0.000
    0.210   -2.7197     0.096     0.484     0.014     0.000     0.000
    0.230   -2.7070     0.130     0.404     0.073     0.000     0.000
    0.230   -2.7070     0.130     0.404     0.073     0.000     0.000
    0.241   -2.6964     0.158     0.445     0.030     0.000     0.000
    0.252   -2.6887     0.100     0.287     0.159     0.000     0.000
    0.263   -2.7071     0.100     0.297     0.147     0.000     0.000
    0.274   -2.7239     0.113     0.452     0.042     0.000     0.000
    0.285   -2.7140     0.108     0.484     0.012     0.000     0.000
    0.296   -2.7019     0.118     0.485     0.012     0.000     0.000
    0.307   -2.6885     0.119     0.482     0.011     0.000     0.000
    0.318   -2.6746     0.133     0.476     0.012     0.000     0.000
    0.329   -2.6633     0.193     0.449     0.010     0.000     0.000
    0.340   -2.6676     0.335     0.387     0.000     0.000     0.000
    0.351   -2.6851     0.371     0.369     0.000     0.000     0.000
    0.362   -2.7039     0.374     0.363     0.000     0.000     0.000
    0.362   -2.7039     0.374     0.363     0.000     0.000     0.000
    0.384   -2.6722     0.297     0.397     0.001     0.000     0.000
    0.406   -2.7002     0.139     0.478     0.010     0.000     0.000
    0.428   -2.6994     0.110     0.276     0.155     0.000     0.000
    0.450   -2.6783     0.254     0.400     0.006     0.000     0.000
    0.472   -2.6481     0.156     0.505     0.001     0.000     0.000
    0.495   -2.6095     0.146     0.504     0.001     0.000     0.000
    0.517   -2.5723     0.138     0.504     0.002     0.000     0.000
    0.539   -2.5432     0.113     0.468     0.028     0.000     0.000
    0.561   -2.5276     0.092     0.425     0.047     0.000     0.000
    0.583   -2.5196     0.086     0.390     0.062     0.000     0.000
    0.605   -2.5148     0.096     0.363     0.073     0.000     0.000
    0.627   -2.5146     0.091     0.346     0.079     0.000     0.000
 
# Band-Index  230
    0.627   -2.5137     0.087     0.349     0.077     0.000     0.000
    0.605   -2.5070     0.282     0.332     0.054     0.000     0.000
    0.583   -2.4973     0.096     0.373     0.066     0.000     0.000
    0.561   -2.5250     0.118     0.485     0.017     0.000     0.000
    0.539   -2.5411     0.117     0.490     0.016     0.000     0.000
    0.517   -2.5719     0.099     0.472     0.028     0.000     0.000
    0.495   -2.6087     0.085     0.471     0.031     0.000     0.000
    0.472   -2.5981     0.085     0.471     0.026     0.000     0.000
    0.450   -2.6145     0.015     0.028     0.348     0.000     0.000
    0.428   -2.6756     0.326     0.367     0.000     0.000     0.000
    0.406   -2.6135     0.404     0.371     0.000     0.000     0.000
    0.384   -2.6404     0.154     0.442     0.039     0.000     0.000
    0.362   -2.6068     0.159     0.426     0.046     0.000     0.000
    0.362   -2.6068     0.159     0.426     0.046     0.000     0.000
    0.351   -2.6204     0.160     0.400     0.058     0.000     0.000
    0.340   -2.6342     0.136     0.439     0.047     0.000     0.000
    0.329   -2.6347     0.141     0.467     0.026     0.000     0.000
    0.318   -2.6300     0.141     0.475     0.022     0.000     0.000
    0.307   -2.6373     0.143     0.482     0.021     0.000     0.000
    0.296   -2.6453     0.143     0.483     0.018     0.000     0.000
    0.285   -2.6539     0.141     0.481     0.015     0.000     0.000
    0.274   -2.6633     0.141     0.482     0.011     0.000     0.000
    0.263   -2.6735     0.317     0.403     0.000     0.000     0.000
    0.252   -2.6840     0.170     0.470     0.008     0.000     0.000
    0.241   -2.6858     0.131     0.484     0.010     0.000     0.000
    0.230   -2.7011     0.127     0.484     0.011     0.000     0.000
    0.230   -2.7011     0.127     0.484     0.011     0.000     0.000
    0.210   -2.6553     0.208     0.454     0.001     0.000     0.000
    0.191   -2.6317     0.360     0.379     0.000     0.000     0.000
    0.172   -2.6371     0.088     0.212     0.199     0.000     0.000
    0.153   -2.6207     0.014     0.042     0.348     0.000     0.000
    0.134   -2.6175     0.008     0.020     0.350     0.000     0.000
    0.115   -2.5930     0.151     0.505     0.000     0.000     0.000
    0.096   -2.5683     0.140     0.508     0.005     0.000     0.000
    0.077   -2.5411     0.118     0.477     0.019     0.000     0.000
    0.057   -2.5130     0.106     0.454     0.029     0.000     0.000
    0.038   -2.5043     0.126     0.474     0.023     0.000     0.000
    0.019   -2.5115     0.254     0.329     0.058     0.000     0.000
    0.000   -2.5137     0.087     0.349     0.077     0.000     0.000
 
# Band-Index  231
    0.000   -2.5114     0.088     0.344     0.081     0.000     0.000
    0.019   -2.5061     0.109     0.331     0.084     0.000     0.000
    0.038   -2.4931     0.100     0.319     0.092     0.000     0.000
    0.057   -2.4952     0.101     0.398     0.057     0.000     0.000
    0.077   -2.4877     0.101     0.392     0.058     0.000     0.000
    0.096   -2.4870     0.128     0.477     0.020     0.000     0.000
    0.115   -2.5067     0.137     0.502     0.005     0.000     0.000
    0.134   -2.5324     0.140     0.504     0.003     0.000     0.000
    0.153   -2.5720     0.310     0.371     0.000     0.000     0.000
    0.172   -2.5915     0.145     0.501     0.004     0.000     0.000
    0.191   -2.6235     0.147     0.489     0.015     0.000     0.000
    0.210   -2.6545     0.158     0.442     0.035     0.000     0.000
    0.230   -2.6996     0.153     0.428     0.043     0.000     0.000
    0.230   -2.6996     0.153     0.428     0.043     0.000     0.000
    0.241   -2.6834     0.166     0.417     0.036     0.000     0.000
    0.252   -2.6803     0.129     0.419     0.068     0.000     0.000
    0.263   -2.6709     0.145     0.478     0.016     0.000     0.000
    0.274   -2.6608     0.146     0.480     0.012     0.000     0.000
    0.285   -2.6514     0.143     0.488     0.007     0.000     0.000
    0.296   -2.6425     0.144     0.490     0.007     0.000     0.000
    0.307   -2.6341     0.143     0.490     0.005     0.000     0.000
    0.318   -2.6262     0.141     0.492     0.005     0.000     0.000
    0.329   -2.6337     0.309     0.407     0.000     0.000     0.000
    0.340   -2.6320     0.167     0.472     0.005     0.000     0.000
    0.351   -2.6180     0.131     0.485     0.006     0.000     0.000
    0.362   -2.6065     0.128     0.486     0.011     0.000     0.000
    0.362   -2.6065     0.128     0.486     0.011     0.000     0.000
    0.384   -2.6402     0.209     0.456     0.003     0.000     0.000
    0.406   -2.6130     0.359     0.376     0.000     0.000     0.000
    0.428   -2.5773     0.109     0.473     0.017     0.000     0.000
    0.450   -2.6119     0.013     0.030     0.345     0.000     0.000
    0.472   -2.5902     0.273     0.399     0.000     0.000     0.000
    0.495   -2.5528     0.096     0.457     0.030     0.000     0.000
    0.517   -2.5437     0.093     0.447     0.032     0.000     0.000
    0.539   -2.5282     0.116     0.477     0.022     0.000     0.000
    0.561   -2.5013     0.126     0.498     0.011     0.000     0.000
    0.583   -2.4927     0.097     0.353     0.078     0.000     0.000
    0.605   -2.5039     0.104     0.330     0.086     0.000     0.000
    0.627   -2.5114     0.088     0.344     0.081     0.000     0.000
 
# Band-Index  232
    0.627   -2.5011     0.086     0.346     0.082     0.000     0.000
    0.605   -2.4977     0.107     0.336     0.084     0.000     0.000
    0.583   -2.4917     0.102     0.351     0.080     0.000     0.000
    0.561   -2.4997     0.104     0.396     0.054     0.000     0.000
    0.539   -2.5247     0.104     0.393     0.056     0.000     0.000
    0.517   -2.5364     0.129     0.489     0.017     0.000     0.000
    0.495   -2.5444     0.138     0.508     0.004     0.000     0.000
    0.472   -2.5862     0.143     0.506     0.002     0.000     0.000
    0.450   -2.5782     0.315     0.376     0.000     0.000     0.000
    0.428   -2.5689     0.144     0.499     0.007     0.000     0.000
    0.406   -2.5859     0.150     0.485     0.012     0.000     0.000
    0.384   -2.5951     0.184     0.416     0.031     0.000     0.000
    0.362   -2.6042     0.037     0.121     0.283     0.000     0.000
    0.362   -2.6042     0.037     0.121     0.283     0.000     0.000
    0.351   -2.6108     0.084     0.235     0.194     0.000     0.000
    0.340   -2.6167     0.186     0.418     0.024     0.000     0.000
    0.329   -2.6230     0.193     0.439     0.010     0.000     0.000
    0.318   -2.6206     0.197     0.444     0.001     0.000     0.000
    0.307   -2.6052     0.386     0.382     0.000     0.000     0.000
    0.296   -2.5907     0.384     0.381     0.000     0.000     0.000
    0.285   -2.5778     0.379     0.378     0.000     0.000     0.000
    0.274   -2.5923     0.370     0.382     0.000     0.000     0.000
    0.263   -2.6212     0.135     0.481     0.012     0.000     0.000
    0.252   -2.6490     0.133     0.482     0.011     0.000     0.000
    0.241   -2.6614     0.130     0.486     0.011     0.000     0.000
    0.230   -2.6434     0.126     0.485     0.011     0.000     0.000
    0.230   -2.6434     0.126     0.485     0.011     0.000     0.000
    0.210   -2.6335     0.121     0.484     0.014     0.000     0.000
    0.191   -2.6225     0.113     0.478     0.014     0.000     0.000
    0.172   -2.5905     0.136     0.466     0.015     0.000     0.000
    0.153   -2.5714     0.013     0.024     0.361     0.000     0.000
    0.134   -2.5314     0.273     0.393     0.000     0.000     0.000
    0.115   -2.5056     0.088     0.453     0.035     0.000     0.000
    0.096   -2.4851     0.086     0.446     0.036     0.000     0.000
    0.077   -2.4837     0.104     0.465     0.026     0.000     0.000
    0.057   -2.4913     0.128     0.496     0.010     0.000     0.000
    0.038   -2.4881     0.108     0.361     0.073     0.000     0.000
    0.019   -2.4981     0.148     0.335     0.075     0.000     0.000
    0.000   -2.5011     0.086     0.346     0.082     0.000     0.000
 
# Band-Index  233
    0.000   -2.4988     0.083     0.342     0.083     0.000     0.000
    0.019   -2.4964     0.102     0.333     0.083     0.000     0.000
    0.038   -2.4813     0.127     0.326     0.086     0.000     0.000
    0.057   -2.4807     0.101     0.294     0.106     0.000     0.000
    0.077   -2.4675     0.111     0.313     0.099     0.000     0.000
    0.096   -2.4663     0.102     0.414     0.048     0.000     0.000
    0.115   -2.4529     0.105     0.398     0.056     0.000     0.000
    0.134   -2.5064     0.322     0.379     0.000     0.000     0.000
    0.153   -2.5600     0.153     0.496     0.002     0.000     0.000
    0.172   -2.5418     0.009     0.020     0.352     0.000     0.000
    0.191   -2.5668     0.215     0.429     0.004     0.000     0.000
    0.210   -2.6327     0.184     0.413     0.035     0.000     0.000
    0.230   -2.6371     0.036     0.103     0.298     0.000     0.000
    0.230   -2.6371     0.036     0.103     0.298     0.000     0.000
    0.241   -2.6531     0.060     0.162     0.254     0.000     0.000
    0.252   -2.6484     0.181     0.415     0.032     0.000     0.000
    0.263   -2.6207     0.195     0.438     0.003     0.000     0.000
    0.274   -2.5918     0.197     0.447     0.000     0.000     0.000
    0.285   -2.5774     0.382     0.385     0.000     0.000     0.000
    0.296   -2.5903     0.383     0.383     0.000     0.000     0.000
    0.307   -2.6048     0.378     0.380     0.000     0.000     0.000
    0.318   -2.6202     0.367     0.384     0.000     0.000     0.000
    0.329   -2.6187     0.134     0.493     0.005     0.000     0.000
    0.340   -2.6117     0.130     0.490     0.006     0.000     0.000
    0.351   -2.6052     0.129     0.491     0.009     0.000     0.000
    0.362   -2.6003     0.129     0.488     0.009     0.000     0.000
    0.362   -2.6003     0.129     0.488     0.009     0.000     0.000
    0.384   -2.5879     0.120     0.492     0.012     0.000     0.000
    0.406   -2.5815     0.183     0.458     0.000     0.000     0.000
    0.428   -2.5678     0.345     0.380     0.000     0.000     0.000
    0.450   -2.5690     0.103     0.466     0.020     0.000     0.000
    0.472   -2.5609     0.098     0.464     0.027     0.000     0.000
    0.495   -2.5043     0.285     0.398     0.000     0.000     0.000
    0.517   -2.4361     0.124     0.271     0.119     0.000     0.000
    0.539   -2.4571     0.108     0.269     0.120     0.000     0.000
    0.561   -2.4748     0.106     0.288     0.109     0.000     0.000
    0.583   -2.4840     0.102     0.338     0.088     0.000     0.000
    0.605   -2.4942     0.099     0.331     0.088     0.000     0.000
    0.627   -2.4988     0.083     0.342     0.083     0.000     0.000
 
# Band-Index  234
    0.627   -2.4914     0.083     0.339     0.083     0.000     0.000
    0.605   -2.4847     0.097     0.326     0.089     0.000     0.000
    0.583   -2.4779     0.119     0.459     0.031     0.000     0.000
    0.561   -2.4708     0.099     0.314     0.093     0.000     0.000
    0.539   -2.4517     0.117     0.420     0.050     0.000     0.000
    0.517   -2.4316     0.103     0.404     0.053     0.000     0.000
    0.495   -2.4992     0.108     0.393     0.057     0.000     0.000
    0.472   -2.5522     0.324     0.379     0.000     0.000     0.000
    0.450   -2.5602     0.151     0.497     0.003     0.000     0.000
    0.428   -2.5670     0.006     0.015     0.354     0.000     0.000
    0.406   -2.5778     0.214     0.427     0.000     0.000     0.000
    0.384   -2.5689     0.400     0.381     0.000     0.000     0.000
    0.362   -2.5986     0.042     0.114     0.290     0.000     0.000
    0.362   -2.5986     0.042     0.114     0.290     0.000     0.000
    0.351   -2.5794     0.031     0.090     0.314     0.000     0.000
    0.340   -2.5564     0.025     0.055     0.334     0.000     0.000
    0.329   -2.5335     0.381     0.381     0.000     0.000     0.000
    0.318   -2.5116     0.382     0.387     0.000     0.000     0.000
    0.307   -2.5090     0.195     0.446     0.000     0.000     0.000
    0.296   -2.5354     0.191     0.453     0.000     0.000     0.000
    0.285   -2.5635     0.184     0.457     0.000     0.000     0.000
    0.274   -2.5669     0.120     0.477     0.020     0.000     0.000
    0.263   -2.5582     0.120     0.481     0.018     0.000     0.000
    0.252   -2.5763     0.121     0.483     0.017     0.000     0.000
    0.241   -2.6074     0.123     0.487     0.013     0.000     0.000
    0.230   -2.6265     0.128     0.487     0.010     0.000     0.000
    0.230   -2.6265     0.128     0.487     0.010     0.000     0.000
    0.210   -2.5886     0.126     0.483     0.011     0.000     0.000
    0.191   -2.5662     0.114     0.485     0.016     0.000     0.000
    0.172   -2.5403     0.350     0.382     0.000     0.000     0.000
    0.153   -2.5590     0.099     0.471     0.016     0.000     0.000
    0.134   -2.5058     0.098     0.466     0.020     0.000     0.000
    0.115   -2.4492     0.281     0.393     0.000     0.000     0.000
    0.096   -2.4635     0.142     0.316     0.091     0.000     0.000
    0.077   -2.4637     0.110     0.286     0.113     0.000     0.000
    0.057   -2.4726     0.103     0.316     0.094     0.000     0.000
    0.038   -2.4794     0.111     0.316     0.093     0.000     0.000
    0.019   -2.4861     0.107     0.326     0.089     0.000     0.000
    0.000   -2.4914     0.083     0.339     0.083     0.000     0.000
 
# Band-Index  235
    0.000   -2.4269     0.126     0.524     0.001     0.000     0.000
    0.019   -2.4529     0.129     0.517     0.003     0.000     0.000
    0.038   -2.4767     0.158     0.483     0.010     0.000     0.000
    0.057   -2.4679     0.106     0.312     0.100     0.000     0.000
    0.077   -2.4615     0.115     0.402     0.063     0.000     0.000
    0.096   -2.4475     0.110     0.257     0.131     0.000     0.000
    0.115   -2.4429     0.310     0.378     0.000     0.000     0.000
    0.134   -2.4356     0.104     0.398     0.055     0.000     0.000
    0.153   -2.4381     0.226     0.428     0.001     0.000     0.000
    0.172   -2.5001     0.226     0.427     0.000     0.000     0.000
    0.191   -2.4990     0.004     0.016     0.366     0.000     0.000
    0.210   -2.5687     0.014     0.034     0.357     0.000     0.000
    0.230   -2.6195     0.038     0.097     0.306     0.000     0.000
    0.230   -2.6195     0.038     0.097     0.306     0.000     0.000
    0.241   -2.5941     0.028     0.066     0.330     0.000     0.000
    0.252   -2.5621     0.017     0.048     0.346     0.000     0.000
    0.263   -2.5577     0.381     0.386     0.000     0.000     0.000
    0.274   -2.5665     0.384     0.386     0.000     0.000     0.000
    0.285   -2.5631     0.196     0.447     0.000     0.000     0.000
    0.296   -2.5350     0.190     0.453     0.000     0.000     0.000
    0.307   -2.5086     0.189     0.458     0.000     0.000     0.000
    0.318   -2.5106     0.122     0.477     0.017     0.000     0.000
    0.329   -2.5327     0.120     0.480     0.017     0.000     0.000
    0.340   -2.5556     0.122     0.484     0.016     0.000     0.000
    0.351   -2.5785     0.126     0.486     0.013     0.000     0.000
    0.362   -2.5970     0.128     0.489     0.008     0.000     0.000
    0.362   -2.5970     0.128     0.489     0.008     0.000     0.000
    0.384   -2.5676     0.127     0.481     0.009     0.000     0.000
    0.406   -2.5371     0.122     0.463     0.033     0.000     0.000
    0.428   -2.5359     0.053     0.194     0.228     0.000     0.000
    0.450   -2.5227     0.269     0.288     0.096     0.000     0.000
    0.472   -2.4754     0.000     0.008     0.376     0.000     0.000
    0.495   -2.4245     0.147     0.461     0.030     0.000     0.000
    0.517   -2.4259     0.220     0.375     0.034     0.000     0.000
    0.539   -2.4397     0.105     0.318     0.090     0.000     0.000
    0.561   -2.4612     0.099     0.336     0.087     0.000     0.000
    0.583   -2.4664     0.143     0.485     0.018     0.000     0.000
    0.605   -2.4592     0.129     0.516     0.004     0.000     0.000
    0.627   -2.4269     0.126     0.524     0.001     0.000     0.000
 
# Band-Index  236
    0.627   -2.4257     0.127     0.522     0.003     0.000     0.000
    0.605   -2.4436     0.130     0.519     0.004     0.000     0.000
    0.583   -2.4643     0.261     0.332     0.063     0.000     0.000
    0.561   -2.4592     0.129     0.504     0.009     0.000     0.000
    0.539   -2.4388     0.114     0.380     0.069     0.000     0.000
    0.517   -2.4212     0.114     0.282     0.108     0.000     0.000
    0.495   -2.4233     0.310     0.383     0.000     0.000     0.000
    0.472   -2.4676     0.107     0.395     0.056     0.000     0.000
    0.450   -2.5181     0.227     0.426     0.001     0.000     0.000
    0.428   -2.5334     0.222     0.427     0.000     0.000     0.000
    0.406   -2.5349     0.004     0.020     0.366     0.000     0.000
    0.384   -2.4752     0.017     0.034     0.351     0.000     0.000
    0.362   -2.3780     0.386     0.393     0.000     0.000     0.000
    0.362   -2.3780     0.386     0.393     0.000     0.000     0.000
    0.351   -2.4021     0.383     0.393     0.000     0.000     0.000
    0.340   -2.4270     0.381     0.388     0.000     0.000     0.000
    0.329   -2.4526     0.015     0.041     0.349     0.000     0.000
    0.318   -2.4784     0.004     0.035     0.358     0.000     0.000
    0.307   -2.4856     0.002     0.023     0.362     0.000     0.000
    0.296   -2.4655     0.115     0.464     0.032     0.000     0.000
    0.285   -2.4751     0.120     0.471     0.026     0.000     0.000
    0.274   -2.5095     0.190     0.458     0.000     0.000     0.000
    0.263   -2.5434     0.194     0.463     0.000     0.000     0.000
    0.252   -2.5518     0.194     0.460     0.000     0.000     0.000
    0.241   -2.5479     0.193     0.462     0.000     0.000     0.000
    0.230   -2.5466     0.196     0.470     0.000     0.000     0.000
    0.230   -2.5466     0.196     0.470     0.000     0.000     0.000
    0.210   -2.5673     0.189     0.465     0.000     0.000     0.000
    0.191   -2.4982     0.122     0.465     0.035     0.000     0.000
    0.172   -2.4996     0.052     0.198     0.232     0.000     0.000
    0.153   -2.4376     0.359     0.374     0.000     0.000     0.000
    0.134   -2.4319     0.354     0.383     0.000     0.000     0.000
    0.115   -2.4420     0.151     0.463     0.019     0.000     0.000
    0.096   -2.4358     0.181     0.332     0.069     0.000     0.000
    0.077   -2.4489     0.104     0.311     0.097     0.000     0.000
    0.057   -2.4423     0.103     0.312     0.093     0.000     0.000
    0.038   -2.4632     0.126     0.486     0.017     0.000     0.000
    0.019   -2.4476     0.129     0.519     0.001     0.000     0.000
    0.000   -2.4257     0.127     0.522     0.003     0.000     0.000
 
# Band-Index  237
    0.000   -2.4251     0.126     0.521     0.003     0.000     0.000
    0.019   -2.4258     0.128     0.519     0.002     0.000     0.000
    0.038   -2.4323     0.126     0.513     0.004     0.000     0.000
    0.057   -2.4421     0.127     0.507     0.011     0.000     0.000
    0.077   -2.4458     0.112     0.342     0.082     0.000     0.000
    0.096   -2.4313     0.111     0.276     0.114     0.000     0.000
    0.115   -2.4238     0.121     0.255     0.132     0.000     0.000
    0.134   -2.4033     0.118     0.251     0.130     0.000     0.000
    0.153   -2.4156     0.116     0.405     0.054     0.000     0.000
    0.172   -2.4270     0.023     0.025     0.362     0.000     0.000
    0.191   -2.4682     0.229     0.272     0.124     0.000     0.000
    0.210   -2.5050     0.375     0.401     0.000     0.000     0.000
    0.230   -2.5461     0.380     0.391     0.000     0.000     0.000
    0.230   -2.5461     0.380     0.391     0.000     0.000     0.000
    0.241   -2.5474     0.380     0.388     0.000     0.000     0.000
    0.252   -2.5513     0.386     0.385     0.000     0.000     0.000
    0.263   -2.5290     0.012     0.033     0.353     0.000     0.000
    0.274   -2.4950     0.010     0.024     0.359     0.000     0.000
    0.285   -2.4606     0.008     0.019     0.363     0.000     0.000
    0.296   -2.4649     0.115     0.464     0.032     0.000     0.000
    0.307   -2.4851     0.122     0.472     0.024     0.000     0.000
    0.318   -2.4778     0.187     0.457     0.000     0.000     0.000
    0.329   -2.4522     0.193     0.459     0.000     0.000     0.000
    0.340   -2.4266     0.194     0.462     0.000     0.000     0.000
    0.351   -2.4017     0.193     0.462     0.000     0.000     0.000
    0.362   -2.3779     0.192     0.465     0.000     0.000     0.000
    0.362   -2.3779     0.192     0.465     0.000     0.000     0.000
    0.384   -2.3323     0.193     0.469     0.000     0.000     0.000
    0.406   -2.4077     0.010     0.042     0.354     0.000     0.000
    0.428   -2.4748     0.081     0.318     0.147     0.000     0.000
    0.450   -2.5057     0.099     0.105     0.269     0.000     0.000
    0.472   -2.4672     0.350     0.379     0.000     0.000     0.000
    0.495   -2.4157     0.303     0.388     0.010     0.000     0.000
    0.517   -2.4140     0.155     0.372     0.055     0.000     0.000
    0.539   -2.3984     0.128     0.509     0.005     0.000     0.000
    0.561   -2.4080     0.297     0.337     0.053     0.000     0.000
    0.583   -2.4522     0.284     0.330     0.059     0.000     0.000
    0.605   -2.4419     0.128     0.518     0.001     0.000     0.000
    0.627   -2.4251     0.126     0.521     0.003     0.000     0.000
 
# Band-Index  238
    0.627   -2.4218     0.126     0.521     0.003     0.000     0.000
    0.605   -2.4092     0.128     0.521     0.002     0.000     0.000
    0.583   -2.3997     0.127     0.521     0.004     0.000     0.000
    0.561   -2.3959     0.300     0.329     0.057     0.000     0.000
    0.539   -2.3964     0.294     0.340     0.054     0.000     0.000
    0.517   -2.4103     0.313     0.391     0.000     0.000     0.000
    0.495   -2.4147     0.119     0.270     0.119     0.000     0.000
    0.472   -2.4409     0.118     0.248     0.128     0.000     0.000
    0.450   -2.4629     0.113     0.403     0.054     0.000     0.000
    0.428   -2.4701     0.003     0.013     0.372     0.000     0.000
    0.406   -2.4033     0.010     0.027     0.353     0.000     0.000
    0.384   -2.3322     0.036     0.118     0.282     0.000     0.000
    0.362   -2.3775     0.111     0.301     0.112     0.000     0.000
    0.362   -2.3775     0.111     0.301     0.112     0.000     0.000
    0.351   -2.3312     0.105     0.366     0.089     0.000     0.000
    0.340   -2.2978     0.106     0.408     0.066     0.000     0.000
    0.329   -2.3334     0.109     0.426     0.056     0.000     0.000
    0.318   -2.3691     0.110     0.449     0.043     0.000     0.000
    0.307   -2.4046     0.111     0.457     0.036     0.000     0.000
    0.296   -2.4398     0.000     0.013     0.367     0.000     0.000
    0.285   -2.4450     0.000     0.007     0.374     0.000     0.000
    0.274   -2.4255     0.000     0.002     0.376     0.000     0.000
    0.263   -2.4073     0.000     0.002     0.378     0.000     0.000
    0.252   -2.3908     0.000     0.005     0.377     0.000     0.000
    0.241   -2.3767     0.200     0.471     0.000     0.000     0.000
    0.230   -2.3684     0.193     0.465     0.000     0.000     0.000
    0.230   -2.3684     0.193     0.465     0.000     0.000     0.000
    0.210   -2.3902     0.192     0.468     0.000     0.000     0.000
    0.191   -2.4599     0.013     0.040     0.357     0.000     0.000
    0.172   -2.4261     0.077     0.308     0.153     0.000     0.000
    0.153   -2.4118     0.123     0.482     0.018     0.000     0.000
    0.134   -2.4021     0.127     0.498     0.017     0.000     0.000
    0.115   -2.4176     0.306     0.400     0.000     0.000     0.000
    0.096   -2.3790     0.169     0.371     0.052     0.000     0.000
    0.077   -2.3873     0.124     0.507     0.008     0.000     0.000
    0.057   -2.4259     0.126     0.513     0.005     0.000     0.000
    0.038   -2.4319     0.124     0.519     0.002     0.000     0.000
    0.019   -2.4254     0.126     0.521     0.001     0.000     0.000
    0.000   -2.4218     0.126     0.521     0.003     0.000     0.000
 
# Band-Index  239
    0.000   -2.4202     0.128     0.523     0.004     0.000     0.000
