    # Energy          Mo          Au           S          Si           C           O
   -13.99770     2.81121     0.15518    22.94394     0.49452     0.00000     0.00000
   -13.99470     2.16177     0.10704    17.58688     0.38327     0.00000     0.00000
   -13.99170     1.73524     0.08310    14.10912     0.30958     0.00000     0.00000
   -13.98870     1.72576     0.07689    13.98396     0.30735     0.00000     0.00000
   -13.98570     1.03444     0.04667     8.31627     0.15758     0.00000     0.00000
   -13.98270     0.89882     0.03036     7.08425     0.10466     0.00000     0.00000
   -13.97970     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.97670     0.47551     0.00906     3.71193     0.07276     0.00000     0.00000
   -13.97370     0.99232     0.01857     7.75393     0.15457     0.00000     0.00000
   -13.97070     1.09386     0.02048     8.56151     0.17406     0.00000     0.00000
   -13.96770     1.53604     0.04699    12.10243     0.24347     0.00000     0.00000
   -13.96470     3.04395     0.13952    24.20657     0.47532     0.00000     0.00000
   -13.96170     1.60867     0.05331    12.62501     0.24597     0.00000     0.00000
   -13.95870     1.67873     0.04756    13.09830     0.25506     0.00000     0.00000
   -13.95570     1.85105     0.04284    14.33794     0.27870     0.00000     0.00000
   -13.95270     2.34280     0.04502    18.05163     0.35245     0.00000     0.00000
   -13.94970     2.62487     0.04564    20.10291     0.38763     0.00000     0.00000
   -13.94670     2.40446     0.04576    18.18672     0.33475     0.00000     0.00000
   -13.94370     2.48154     0.04472    18.66810     0.34255     0.00000     0.00000
   -13.94070     3.53038     0.06822    26.44899     0.48266     0.00000     0.00000
   -13.93770     2.92887     0.08701    22.49907     0.42531     0.00000     0.00000
   -13.93470     2.22044     0.12271    18.09332     0.36657     0.00000     0.00000
   -13.93170     0.98626     0.04454     7.85984     0.14903     0.00000     0.00000
   -13.92870     1.03160     0.04676     8.20933     0.15267     0.00000     0.00000
   -13.92570     1.09001     0.04931     8.66490     0.15886     0.00000     0.00000
   -13.92270     1.17803     0.05397     9.36251     0.16837     0.00000     0.00000
   -13.91970     1.33833     0.06501    10.66056     0.18412     0.00000     0.00000
   -13.91670     1.57656     0.07837    12.56826     0.21135     0.00000     0.00000
   -13.91370     1.24843     0.06395     9.93369     0.16651     0.00000     0.00000
   -13.91070     1.53093     0.07768    12.16261     0.19896     0.00000     0.00001
   -13.90770     1.40831     0.07340    11.17143     0.18098     0.00000     0.00001
   -13.90470     1.26865     0.06767    10.04962     0.16183     0.00000     0.00001
   -13.90170     1.23644     0.07110     9.80143     0.16360     0.00000     0.00001
   -13.89870     1.16725     0.06953     9.23022     0.15307     0.00000     0.00001
   -13.89570     1.17491     0.07086     9.28302     0.15364     0.00000     0.00001
   -13.89270     1.17935     0.07206     9.30996     0.15359     0.00000     0.00001
   -13.88970     1.15389     0.07134     9.09160     0.14872     0.00000     0.00001
   -13.88670     1.13493     0.07109     8.92578     0.14488     0.00000     0.00001
   -13.88370     1.12696     0.07155     8.84649     0.14261     0.00000     0.00001
   -13.88070     1.11975     0.07245     8.74646     0.13700     0.00000     0.00000
   -13.87770     1.12979     0.07330     8.78329     0.13488     0.00000     0.00000
   -13.87470     1.16666     0.07540     9.03765     0.13673     0.00000     0.00000
   -13.87170     1.20732     0.07768     9.32350     0.13896     0.00000     0.00000
   -13.86870     1.20909     0.07824     9.32546     0.13782     0.00000     0.00000
   -13.86570     1.21700     0.07901     9.37351     0.13752     0.00000     0.00000
   -13.86270     1.23267     0.08032     9.48215     0.13839     0.00000     0.00000
   -13.85970     1.75231     0.10668    13.27908     0.17713     0.00000     0.00000
