  #K-Path    Energy        Mo        Au         S        Si
# Band-Index    1
    0.250    2.1403     0.388     0.001     0.160     0.080
    0.239    2.1404     0.394     0.002     0.154     0.081
    0.228    2.1404     0.394     0.002     0.151     0.084
    0.228    2.1404     0.394     0.002     0.151     0.084
    0.209    2.1445     0.397     0.001     0.168     0.068
    0.190    2.1461     0.408     0.001     0.202     0.052
    0.171    2.1296     0.421     0.001     0.206     0.054
    0.152    2.1163     0.424     0.001     0.196     0.052
    0.133    2.1113     0.408     0.002     0.191     0.057
    0.114    2.1074     0.379     0.003     0.171     0.077
    0.095    2.0969     0.329     0.003     0.144     0.145
    0.076    2.0821     0.361     0.004     0.144     0.129
    0.057    2.0687     0.405     0.004     0.158     0.082
    0.038    2.0569     0.406     0.003     0.156     0.076
    0.019    2.0528     0.410     0.002     0.145     0.081
    0.000    2.0537     0.411     0.002     0.145     0.079
 
# Band-Index  365
    0.000    2.0750     0.389     0.004     0.135     0.102
    0.019    2.0771     0.390     0.004     0.136     0.102
    0.038    2.0828     0.391     0.004     0.141     0.103
    0.057    2.0906     0.394     0.003     0.145     0.097
    0.076    2.0994     0.401     0.002     0.159     0.084
    0.095    2.1117     0.362     0.002     0.164     0.115
    0.114    2.1457     0.211     0.001     0.117     0.277
    0.133    2.1626     0.409     0.002     0.209     0.065
    0.152    2.1601     0.419     0.003     0.204     0.059
    0.171    2.1570     0.419     0.003     0.191     0.062
    0.190    2.1597     0.388     0.003     0.159     0.078
    0.209    2.1653     0.417     0.003     0.202     0.055
    0.228    2.1652     0.410     0.004     0.202     0.059
    0.228    2.1652     0.410     0.004     0.202     0.059
    0.239    2.1650     0.413     0.003     0.201     0.060
    0.250    2.1646     0.413     0.003     0.204     0.056
    0.261    2.1637     0.419     0.003     0.202     0.056
    0.272    2.1621     0.421     0.003     0.208     0.051
    0.283    2.1589     0.419     0.002     0.213     0.050
    0.294    2.1531     0.407     0.002     0.225     0.055
    0.305    2.1446     0.391     0.002     0.230     0.056
    0.316    2.1354     0.391     0.001     0.239     0.051
    0.327    2.1281     0.398     0.001     0.245     0.049
    0.338    2.1238     0.402     0.001     0.247     0.046
    0.349    2.1220     0.401     0.001     0.247     0.043
    0.360    2.1222     0.401     0.001     0.247     0.040
    0.360    2.1222     0.401     0.001     0.247     0.040
    0.382    2.1315     0.394     0.002     0.232     0.051
    0.404    2.1482     0.398     0.002     0.206     0.056
    0.426    2.1648     0.402     0.002     0.183     0.065
    0.449    2.1749     0.391     0.002     0.217     0.054
    0.471    2.1656     0.389     0.002     0.182     0.072
    0.493    2.1564     0.409     0.001     0.196     0.069
    0.515    2.1370     0.287     0.001     0.119     0.199
    0.537    2.1123     0.394     0.003     0.150     0.087
    0.559    2.0981     0.395     0.003     0.148     0.089
    0.581    2.0868     0.396     0.004     0.138     0.097
    0.603    2.0785     0.391     0.004     0.141     0.102
    0.625    2.0750     0.389     0.004     0.135     0.102
 
# Band-Index  366
    0.625    2.1199     0.302     0.000     0.105     0.148
    0.603    2.1234     0.301     0.000     0.105     0.148
    0.581    2.1336     0.311     0.001     0.108     0.139
    0.559    2.1483     0.331     0.001     0.117     0.129
    0.537    2.1608     0.352     0.002     0.138     0.114
    0.515    2.1647     0.387     0.002     0.182     0.086
    0.493    2.2017     0.416     0.002     0.207     0.058
    0.471    2.2087     0.251     0.001     0.121     0.231
    0.449    2.1863     0.401     0.003     0.169     0.072
    0.426    2.1744     0.427     0.003     0.183     0.055
    0.404    2.1702     0.425     0.003     0.187     0.053
    0.382    2.1668     0.388     0.002     0.151     0.078
    0.360    2.1653     0.404     0.002     0.142     0.080
    0.360    2.1653     0.404     0.002     0.142     0.079
    0.349    2.1667     0.403     0.002     0.144     0.077
    0.338    2.1681     0.397     0.002     0.151     0.078
    0.327    2.1693     0.393     0.002     0.156     0.077
    0.316    2.1708     0.385     0.001     0.166     0.073
    0.305    2.1732     0.388     0.001     0.180     0.068
    0.294    2.1769     0.394     0.001     0.183     0.060
    0.283    2.1820     0.407     0.001     0.191     0.055
    0.272    2.1868     0.410     0.001     0.199     0.049
    0.261    2.1899     0.412     0.001     0.207     0.044
    0.250    2.1913     0.409     0.001     0.211     0.045
    0.239    2.1920     0.407     0.001     0.207     0.044
    0.228    2.1922     0.408     0.001     0.211     0.049
    0.228    2.1922     0.408     0.001     0.211     0.049
    0.209    2.1830     0.411     0.001     0.221     0.042
    0.190    2.1767     0.410     0.002     0.236     0.039
    0.171    2.1903     0.401     0.002     0.254     0.036
    0.152    2.2033     0.392     0.002     0.204     0.059
    0.133    2.1889     0.376     0.002     0.182     0.078
    0.114    2.1646     0.184     0.001     0.100     0.297
    0.095    2.1620     0.373     0.001     0.212     0.091
    0.076    2.1510     0.383     0.001     0.189     0.083
    0.057    2.1370     0.324     0.001     0.133     0.126
    0.038    2.1262     0.295     0.001     0.109     0.145
    0.019    2.1208     0.296     0.000     0.105     0.148
    0.000    2.1199     0.302     0.000     0.105     0.148
 
# Band-Index  367
    0.000    2.1394     0.213     0.002     0.082     0.180
    0.019    2.1470     0.218     0.002     0.087     0.184
    0.038    2.1650     0.233     0.002     0.093     0.175
    0.057    2.1808     0.313     0.002     0.118     0.137
    0.076    2.1842     0.334     0.001     0.147     0.113
    0.095    2.1892     0.327     0.001     0.134     0.121
    0.114    2.2018     0.310     0.002     0.116     0.139
    0.133    2.2150     0.332     0.003     0.142     0.129
    0.152    2.2124     0.344     0.001     0.148     0.120
    0.171    2.2147     0.364     0.001     0.147     0.099
    0.190    2.2121     0.374     0.002     0.142     0.096
    0.209    2.2085     0.367     0.002     0.139     0.100
    0.228    2.2074     0.362     0.001     0.145     0.090
    0.228    2.2074     0.362     0.001     0.145     0.090
    0.239    2.2089     0.369     0.002     0.144     0.087
    0.250    2.2121     0.371     0.002     0.150     0.087
    0.261    2.2137     0.375     0.002     0.161     0.082
    0.272    2.2118     0.381     0.002     0.160     0.084
    0.283    2.2085     0.384     0.003     0.157     0.080
    0.294    2.2053     0.386     0.003     0.156     0.079
    0.305    2.2019     0.393     0.003     0.160     0.075
    0.316    2.1975     0.396     0.003     0.165     0.066
    0.327    2.1923     0.401     0.003     0.180     0.058
    0.338    2.1874     0.407     0.003     0.178     0.055
    0.349    2.1849     0.409     0.003     0.183     0.050
    0.360    2.1855     0.410     0.003     0.187     0.049
    0.360    2.1855     0.410     0.003     0.187     0.049
    0.382    2.1973     0.376     0.004     0.159     0.071
    0.404    2.2244     0.361     0.003     0.143     0.088
    0.426    2.2461     0.368     0.003     0.149     0.100
    0.449    2.2298     0.371     0.002     0.168     0.085
    0.471    2.2164     0.388     0.002     0.227     0.058
    0.493    2.2088     0.362     0.003     0.151     0.102
    0.515    2.1981     0.345     0.002     0.144     0.105
    0.537    2.1899     0.344     0.001     0.184     0.092
    0.559    2.1873     0.290     0.001     0.152     0.128
    0.581    2.1632     0.245     0.001     0.100     0.167
    0.603    2.1455     0.224     0.002     0.085     0.177
    0.625    2.1394     0.213     0.002     0.082     0.180
 
# Band-Index  368
    0.625    2.1861     0.325     0.002     0.101     0.136
    0.603    2.1865     0.323     0.002     0.104     0.136
    0.581    2.1905     0.314     0.002     0.124     0.130
    0.559    2.1954     0.269     0.002     0.137     0.143
    0.537    2.2176     0.304     0.002     0.149     0.122
    0.515    2.2328     0.310     0.002     0.133     0.133
    0.493    2.2292     0.329     0.003     0.138     0.122
    0.471    2.2517     0.345     0.002     0.142     0.127
    0.449    2.2604     0.332     0.002     0.127     0.131
    0.426    2.2576     0.345     0.002     0.140     0.112
    0.404    2.2531     0.349     0.001     0.148     0.103
    0.382    2.2418     0.349     0.001     0.159     0.087
    0.360    2.2304     0.339     0.001     0.162     0.091
    0.360    2.2304     0.339     0.001     0.162     0.091
    0.349    2.2270     0.341     0.001     0.167     0.089
    0.338    2.2249     0.338     0.001     0.164     0.095
    0.327    2.2246     0.342     0.001     0.162     0.098
    0.316    2.2266     0.352     0.001     0.145     0.096
    0.305    2.2314     0.370     0.001     0.155     0.086
    0.294    2.2379     0.390     0.001     0.165     0.077
    0.283    2.2442     0.406     0.001     0.169     0.072
    0.272    2.2454     0.417     0.001     0.163     0.068
    0.261    2.2435     0.422     0.001     0.156     0.067
    0.250    2.2452     0.428     0.001     0.156     0.066
    0.239    2.2490     0.431     0.001     0.157     0.064
    0.228    2.2508     0.435     0.001     0.156     0.060
    0.228    2.2508     0.435     0.001     0.156     0.060
    0.209    2.2525     0.438     0.001     0.161     0.060
    0.190    2.2522     0.430     0.001     0.159     0.068
    0.171    2.2495     0.424     0.002     0.155     0.068
    0.152    2.2446     0.415     0.002     0.159     0.069
    0.133    2.2243     0.359     0.002     0.141     0.115
    0.114    2.2222     0.383     0.001     0.257     0.052
    0.095    2.2110     0.336     0.001     0.191     0.098
    0.076    2.2020     0.277     0.001     0.107     0.157
    0.057    2.1911     0.340     0.001     0.161     0.108
    0.038    2.1848     0.321     0.001     0.119     0.135
    0.019    2.1853     0.325     0.002     0.105     0.135
    0.000    2.1861     0.325     0.002     0.101     0.136
 
# Band-Index  369
    0.000    2.1928     0.311     0.002     0.128     0.117
    0.019    2.1940     0.336     0.001     0.134     0.112
    0.038    2.1982     0.360     0.001     0.145     0.101
    0.057    2.2044     0.372     0.001     0.141     0.103
    0.076    2.2168     0.340     0.002     0.127     0.116
    0.095    2.2269     0.352     0.002     0.145     0.102
    0.114    2.2289     0.358     0.002     0.157     0.097
    0.133    2.2371     0.322     0.002     0.126     0.129
    0.152    2.2511     0.257     0.001     0.119     0.219
    0.171    2.2737     0.309     0.001     0.175     0.160
    0.190    2.2799     0.351     0.001     0.214     0.093
    0.209    2.2780     0.356     0.001     0.218     0.085
    0.228    2.2768     0.353     0.001     0.206     0.087
    0.228    2.2768     0.353     0.001     0.206     0.087
    0.239    2.2759     0.353     0.001     0.206     0.084
    0.250    2.2728     0.358     0.001     0.197     0.083
    0.261    2.2677     0.363     0.001     0.199     0.080
    0.272    2.2628     0.371     0.001     0.205     0.076
    0.283    2.2639     0.373     0.001     0.187     0.079
    0.294    2.2711     0.371     0.001     0.176     0.084
    0.305    2.2794     0.375     0.001     0.171     0.085
    0.316    2.2866     0.378     0.001     0.165     0.087
    0.327    2.2920     0.382     0.001     0.163     0.089
    0.338    2.2957     0.389     0.001     0.161     0.088
    0.349    2.2979     0.392     0.001     0.162     0.090
    0.360    2.2990     0.396     0.001     0.160     0.089
    0.360    2.2990     0.396     0.001     0.160     0.089
    0.382    2.3008     0.400     0.001     0.154     0.091
    0.404    2.3028     0.391     0.001     0.151     0.093
    0.426    2.2922     0.335     0.002     0.135     0.106
    0.449    2.2780     0.336     0.002     0.134     0.130
    0.471    2.2611     0.281     0.001     0.128     0.209
    0.493    2.2541     0.397     0.002     0.167     0.075
    0.515    2.2497     0.354     0.001     0.147     0.108
    0.537    2.2256     0.318     0.001     0.119     0.134
    0.559    2.2046     0.319     0.001     0.113     0.140
    0.581    2.1985     0.371     0.001     0.167     0.092
    0.603    2.1959     0.346     0.001     0.146     0.102
    0.625    2.1928     0.311     0.002     0.128     0.117
 
# Band-Index  370
    0.625    2.2017     0.344     0.002     0.145     0.102
    0.603    2.2061     0.326     0.002     0.139     0.112
    0.581    2.2204     0.309     0.002     0.137     0.120
    0.559    2.2388     0.318     0.002     0.157     0.108
    0.537    2.2493     0.340     0.001     0.175     0.097
    0.515    2.2559     0.344     0.001     0.173     0.096
    0.493    2.2749     0.354     0.001     0.173     0.091
    0.471    2.2909     0.379     0.002     0.200     0.077
    0.449    2.3164     0.383     0.002     0.235     0.065
    0.426    2.3167     0.369     0.001     0.227     0.080
    0.404    2.3304     0.362     0.001     0.202     0.101
    0.382    2.3583     0.342     0.001     0.184     0.116
    0.360    2.3651     0.300     0.002     0.159     0.148
    0.360    2.3651     0.300     0.002     0.159     0.148
    0.349    2.3651     0.301     0.001     0.157     0.144
    0.338    2.3607     0.318     0.001     0.156     0.125
    0.327    2.3531     0.336     0.001     0.150     0.106
    0.316    2.3436     0.343     0.001     0.146     0.105
    0.305    2.3340     0.341     0.001     0.139     0.112
    0.294    2.3255     0.337     0.001     0.133     0.116
    0.283    2.3188     0.329     0.001     0.131     0.126
    0.272    2.3143     0.324     0.002     0.128     0.127
    0.261    2.3120     0.319     0.002     0.126     0.129
    0.250    2.3106     0.317     0.003     0.128     0.127
    0.239    2.3092     0.321     0.003     0.133     0.121
    0.228    2.3084     0.337     0.002     0.148     0.109
    0.228    2.3084     0.337     0.002     0.148     0.109
    0.209    2.3023     0.338     0.002     0.138     0.116
    0.190    2.2958     0.349     0.002     0.137     0.106
    0.171    2.2913     0.388     0.001     0.144     0.097
    0.152    2.2877     0.323     0.001     0.145     0.141
    0.133    2.2808     0.322     0.001     0.132     0.133
    0.114    2.2667     0.303     0.001     0.128     0.135
    0.095    2.2515     0.317     0.001     0.167     0.116
    0.076    2.2395     0.363     0.001     0.214     0.080
    0.057    2.2289     0.330     0.002     0.154     0.107
    0.038    2.2162     0.296     0.002     0.122     0.125
    0.019    2.2060     0.314     0.002     0.133     0.116
    0.000    2.2017     0.344     0.002     0.145     0.102
 
# Band-Index  371
    0.000    2.2496     0.394     0.001     0.218     0.057
    0.019    2.2475     0.391     0.001     0.217     0.058
    0.038    2.2436     0.375     0.001     0.214     0.065
    0.057    2.2449     0.333     0.001     0.178     0.096
    0.076    2.2591     0.306     0.001     0.158     0.121
    0.095    2.2753     0.338     0.001     0.189     0.096
    0.114    2.2846     0.367     0.001     0.229     0.075
    0.133    2.2923     0.356     0.001     0.223     0.079
    0.152    2.3068     0.336     0.001     0.188     0.104
    0.171    2.3230     0.307     0.001     0.149     0.140
    0.190    2.3311     0.307     0.001     0.140     0.136
    0.209    2.3281     0.340     0.001     0.157     0.111
    0.228    2.3218     0.388     0.001     0.176     0.072
    0.228    2.3218     0.388     0.001     0.176     0.072
    0.239    2.3220     0.383     0.001     0.173     0.081
    0.250    2.3242     0.370     0.001     0.174     0.099
    0.261    2.3298     0.350     0.001     0.167     0.120
    0.272    2.3375     0.342     0.001     0.164     0.124
    0.283    2.3454     0.348     0.001     0.161     0.120
    0.294    2.3527     0.359     0.001     0.159     0.109
    0.305    2.3591     0.363     0.002     0.154     0.098
    0.316    2.3649     0.362     0.002     0.152     0.092
    0.327    2.3695     0.358     0.002     0.147     0.093
    0.338    2.3723     0.361     0.002     0.153     0.098
    0.349    2.3728     0.359     0.001     0.143     0.103
    0.360    2.3705     0.342     0.002     0.132     0.117
    0.360    2.3705     0.342     0.002     0.132     0.117
    0.382    2.3632     0.359     0.002     0.160     0.102
    0.404    2.3489     0.342     0.002     0.150     0.108
    0.426    2.3367     0.351     0.001     0.162     0.102
    0.449    2.3274     0.341     0.001     0.129     0.128
    0.471    2.3156     0.343     0.001     0.148     0.111
    0.493    2.2973     0.346     0.002     0.162     0.100
    0.515    2.2802     0.338     0.002     0.147     0.107
    0.537    2.2621     0.326     0.002     0.132     0.114
    0.559    2.2472     0.341     0.001     0.173     0.095
    0.581    2.2440     0.373     0.001     0.209     0.067
    0.603    2.2477     0.394     0.001     0.221     0.058
    0.625    2.2496     0.394     0.001     0.218     0.058
 
# Band-Index  372
    0.625    2.2830     0.387     0.001     0.246     0.052
    0.603    2.2796     0.382     0.001     0.235     0.055
    0.581    2.2787     0.378     0.002     0.230     0.063
    0.559    2.2846     0.375     0.003     0.235     0.062
    0.537    2.2927     0.376     0.002     0.227     0.062
    0.515    2.2988     0.378     0.001     0.214     0.071
    0.493    2.3152     0.372     0.001     0.181     0.083
    0.471    2.3338     0.364     0.001     0.152     0.102
    0.449    2.3433     0.355     0.001     0.141     0.110
    0.426    2.3573     0.363     0.001     0.152     0.105
    0.404    2.3630     0.370     0.002     0.147     0.098
    0.382    2.3660     0.376     0.002     0.160     0.083
    0.360    2.3824     0.387     0.001     0.168     0.075
    0.360    2.3824     0.386     0.001     0.168     0.075
    0.349    2.3840     0.381     0.001     0.169     0.077
    0.338    2.3853     0.375     0.001     0.157     0.086
    0.327    2.3827     0.363     0.002     0.151     0.093
    0.316    2.3773     0.355     0.002     0.146     0.099
    0.305    2.3715     0.345     0.003     0.149     0.107
    0.294    2.3659     0.334     0.003     0.146     0.118
    0.283    2.3610     0.330     0.003     0.157     0.126
    0.272    2.3571     0.335     0.002     0.165     0.123
    0.261    2.3538     0.341     0.002     0.170     0.118
    0.250    2.3507     0.349     0.002     0.164     0.115
    0.239    2.3480     0.346     0.002     0.156     0.114
    0.228    2.3469     0.341     0.001     0.156     0.111
    0.228    2.3469     0.341     0.001     0.156     0.111
    0.209    2.3465     0.332     0.003     0.143     0.111
    0.190    2.3424     0.336     0.002     0.151     0.105
    0.171    2.3299     0.323     0.002     0.149     0.121
    0.152    2.3169     0.340     0.002     0.165     0.115
    0.133    2.3079     0.351     0.001     0.151     0.112
    0.114    2.3026     0.353     0.001     0.146     0.116
    0.095    2.2986     0.394     0.001     0.191     0.073
    0.076    2.2930     0.380     0.001     0.221     0.065
    0.057    2.2896     0.352     0.001     0.220     0.076
    0.038    2.2873     0.369     0.001     0.231     0.066
    0.019    2.2843     0.381     0.001     0.241     0.057
    0.000    2.2830     0.387     0.001     0.246     0.052
 
# Band-Index  373
    0.000    2.3123     0.420     0.003     0.215     0.042
    0.019    2.3092     0.418     0.003     0.230     0.041
    0.038    2.3094     0.415     0.002     0.223     0.044
    0.057    2.3181     0.392     0.001     0.202     0.063
    0.076    2.3290     0.380     0.002     0.200     0.075
    0.095    2.3355     0.380     0.002     0.193     0.075
    0.114    2.3483     0.381     0.002     0.187     0.079
    0.133    2.3567     0.374     0.002     0.193     0.077
    0.152    2.3618     0.366     0.002     0.190     0.077
    0.171    2.3662     0.367     0.002     0.197     0.087
    0.190    2.3702     0.371     0.002     0.199     0.085
    0.209    2.3721     0.388     0.001     0.171     0.088
    0.228    2.3703     0.386     0.001     0.152     0.092
    0.228    2.3703     0.387     0.001     0.152     0.092
    0.239    2.3715     0.386     0.001     0.157     0.092
    0.250    2.3749     0.386     0.001     0.162     0.089
    0.261    2.3797     0.383     0.002     0.169     0.085
    0.272    2.3851     0.385     0.002     0.170     0.081
    0.283    2.3897     0.378     0.002     0.172     0.084
    0.294    2.3925     0.371     0.002     0.170     0.094
    0.305    2.3935     0.366     0.001     0.163     0.103
    0.316    2.3936     0.364     0.001     0.152     0.113
    0.327    2.3934     0.359     0.001     0.142     0.119
    0.338    2.3958     0.348     0.001     0.143     0.131
    0.349    2.4021     0.338     0.002     0.146     0.128
    0.360    2.4090     0.329     0.003     0.142     0.131
    0.360    2.4090     0.329     0.003     0.142     0.131
    0.382    2.4180     0.312     0.003     0.141     0.150
    0.404    2.4123     0.304     0.002     0.139     0.165
    0.426    2.3918     0.294     0.002     0.140     0.170
    0.449    2.3713     0.295     0.002     0.142     0.161
    0.471    2.3518     0.328     0.002     0.150     0.125
    0.493    2.3409     0.361     0.001     0.159     0.095
    0.515    2.3333     0.360     0.002     0.164     0.088
    0.537    2.3243     0.369     0.001     0.185     0.082
    0.559    2.3174     0.402     0.002     0.210     0.059
    0.581    2.3141     0.412     0.003     0.221     0.042
    0.603    2.3119     0.418     0.003     0.227     0.040
    0.625    2.3123     0.420     0.003     0.215     0.042
 
# Band-Index  374
    0.625    2.3227     0.407     0.000     0.300     0.023
    0.603    2.3320     0.414     0.001     0.276     0.029
    0.581    2.3418     0.414     0.001     0.255     0.035
    0.559    2.3460     0.421     0.001     0.252     0.036
    0.537    2.3519     0.395     0.001     0.223     0.052
    0.515    2.3600     0.349     0.001     0.201     0.085
    0.493    2.3742     0.372     0.002     0.200     0.083
    0.471    2.3917     0.348     0.001     0.176     0.106
    0.449    2.4124     0.331     0.002     0.156     0.125
    0.426    2.4330     0.340     0.002     0.155     0.121
    0.404    2.4371     0.355     0.002     0.166     0.099
    0.382    2.4446     0.357     0.003     0.174     0.082
    0.360    2.4451     0.368     0.004     0.188     0.072
    0.360    2.4451     0.368     0.004     0.188     0.072
    0.349    2.4409     0.368     0.004     0.189     0.075
    0.338    2.4346     0.367     0.004     0.184     0.080
    0.327    2.4276     0.357     0.003     0.178     0.089
    0.316    2.4207     0.356     0.003     0.168     0.096
    0.305    2.4144     0.356     0.002     0.161     0.104
    0.294    2.4091     0.354     0.003     0.152     0.102
    0.283    2.4056     0.358     0.003     0.153     0.098
    0.272    2.4039     0.365     0.003     0.156     0.099
    0.261    2.4030     0.375     0.003     0.159     0.092
    0.250    2.4024     0.389     0.003     0.165     0.088
    0.239    2.4021     0.393     0.003     0.159     0.083
    0.228    2.4020     0.398     0.004     0.162     0.082
    0.228    2.4020     0.398     0.004     0.162     0.082
    0.209    2.4025     0.373     0.004     0.158     0.101
    0.190    2.4089     0.334     0.004     0.143     0.117
    0.171    2.4093     0.316     0.004     0.137     0.127
    0.152    2.3963     0.319     0.002     0.154     0.136
    0.133    2.3800     0.344     0.002     0.164     0.114
    0.114    2.3673     0.363     0.002     0.182     0.095
    0.095    2.3564     0.374     0.002     0.182     0.086
    0.076    2.3383     0.382     0.002     0.186     0.078
    0.057    2.3357     0.395     0.002     0.218     0.062
    0.038    2.3368     0.403     0.001     0.230     0.050
    0.019    2.3296     0.411     0.001     0.268     0.037
    0.000    2.3227     0.407     0.000     0.300     0.023
 
# Band-Index  375
    0.000    2.3507     0.419     0.002     0.200     0.054
    0.019    2.3508     0.424     0.001     0.219     0.046
    0.038    2.3531     0.428     0.001     0.234     0.043
    0.057    2.3590     0.425     0.002     0.219     0.049
    0.076    2.3631     0.418     0.003     0.205     0.053
    0.095    2.3686     0.396     0.004     0.175     0.075
    0.114    2.3930     0.322     0.004     0.151     0.117
    0.133    2.4185     0.332     0.002     0.155     0.113
    0.152    2.4284     0.326     0.001     0.154     0.116
    0.171    2.4324     0.295     0.001     0.137     0.150
    0.190    2.4308     0.310     0.001     0.140     0.142
    0.209    2.4255     0.316     0.001     0.139     0.148
    0.228    2.4237     0.313     0.001     0.134     0.146
    0.228    2.4237     0.313     0.001     0.134     0.146
    0.239    2.4246     0.314     0.001     0.132     0.146
    0.250    2.4270     0.325     0.001     0.143     0.137
    0.261    2.4303     0.338     0.001     0.146     0.128
    0.272    2.4339     0.351     0.001     0.155     0.115
    0.283    2.4377     0.363     0.001     0.159     0.107
    0.294    2.4416     0.371     0.001     0.168     0.096
    0.305    2.4455     0.375     0.001     0.174     0.089
    0.316    2.4493     0.374     0.002     0.173     0.088
    0.327    2.4530     0.366     0.003     0.173     0.088
    0.338    2.4564     0.358     0.005     0.167     0.092
    0.349    2.4588     0.353     0.005     0.173     0.097
    0.360    2.4603     0.351     0.004     0.176     0.098
    0.360    2.4603     0.351     0.004     0.176     0.098
    0.382    2.4610     0.372     0.002     0.175     0.097
    0.404    2.4544     0.382     0.002     0.171     0.098
    0.426    2.4386     0.330     0.004     0.156     0.136
    0.449    2.4350     0.325     0.006     0.146     0.117
    0.471    2.4336     0.354     0.005     0.156     0.104
    0.493    2.4228     0.368     0.005     0.158     0.095
    0.515    2.3923     0.280     0.003     0.147     0.137
    0.537    2.3639     0.339     0.002     0.172     0.093
    0.559    2.3579     0.394     0.001     0.192     0.063
    0.581    2.3553     0.424     0.001     0.238     0.045
    0.603    2.3516     0.423     0.001     0.225     0.043
    0.625    2.3507     0.419     0.002     0.200     0.054
 
# Band-Index  376
    0.625    2.3640     0.404     0.006     0.192     0.059
    0.603    2.3665     0.397     0.006     0.181     0.065
    0.581    2.3727     0.379     0.005     0.174     0.071
    0.559    2.3820     0.371     0.003     0.165     0.081
    0.537    2.3951     0.359     0.002     0.161     0.085
    0.515    2.4095     0.348     0.002     0.160     0.093
    0.493    2.4300     0.344     0.002     0.171     0.095
    0.471    2.4478     0.348     0.005     0.165     0.104
    0.449    2.4559     0.370     0.008     0.163     0.094
    0.426    2.4623     0.370     0.005     0.167     0.093
    0.404    2.4752     0.296     0.001     0.138     0.153
    0.382    2.4840     0.272     0.001     0.137     0.170
    0.360    2.4776     0.263     0.001     0.138     0.178
    0.360    2.4776     0.263     0.001     0.138     0.178
    0.349    2.4724     0.267     0.001     0.143     0.172
    0.338    2.4685     0.278     0.002     0.142     0.164
    0.327    2.4659     0.292     0.003     0.144     0.157
    0.316    2.4641     0.311     0.004     0.150     0.141
    0.305    2.4621     0.337     0.005     0.154     0.119
    0.294    2.4595     0.351     0.005     0.158     0.100
    0.283    2.4556     0.362     0.005     0.164     0.092
    0.272    2.4506     0.369     0.005     0.168     0.093
    0.261    2.4459     0.368     0.004     0.173     0.096
    0.250    2.4428     0.365     0.003     0.177     0.094
    0.239    2.4412     0.364     0.002     0.182     0.099
    0.228    2.4407     0.362     0.002     0.183     0.099
    0.228    2.4407     0.362     0.002     0.183     0.099
    0.209    2.4418     0.363     0.001     0.197     0.102
    0.190    2.4417     0.342     0.001     0.181     0.123
    0.171    2.4483     0.372     0.001     0.172     0.106
    0.152    2.4506     0.385     0.002     0.167     0.093
    0.133    2.4332     0.364     0.006     0.155     0.095
    0.114    2.4132     0.315     0.005     0.143     0.126
    0.095    2.3998     0.382     0.004     0.165     0.084
    0.076    2.3894     0.392     0.004     0.169     0.076
    0.057    2.3812     0.395     0.004     0.177     0.069
    0.038    2.3734     0.392     0.005     0.173     0.066
    0.019    2.3665     0.397     0.006     0.176     0.062
    0.000    2.3640     0.404     0.006     0.192     0.059
 
# Band-Index  377
    0.000    2.3900     0.428     0.001     0.246     0.037
    0.019    2.3898     0.424     0.002     0.244     0.038
    0.038    2.3919     0.418     0.003     0.247     0.036
    0.057    2.4027     0.408     0.005     0.258     0.039
    0.076    2.4214     0.401     0.005     0.248     0.044
    0.095    2.4420     0.394     0.006     0.226     0.058
    0.114    2.4582     0.386     0.007     0.190     0.067
    0.133    2.4670     0.376     0.005     0.181     0.083
    0.152    2.4682     0.366     0.002     0.176     0.088
    0.171    2.4590     0.350     0.004     0.154     0.105
    0.190    2.4573     0.347     0.008     0.151     0.112
    0.209    2.4604     0.331     0.007     0.130     0.133
    0.228    2.4632     0.322     0.007     0.125     0.143
    0.228    2.4632     0.322     0.007     0.125     0.143
    0.239    2.4642     0.319     0.007     0.126     0.149
    0.250    2.4668     0.311     0.006     0.128     0.146
    0.261    2.4705     0.306     0.005     0.135     0.145
    0.272    2.4747     0.310     0.005     0.143     0.147
    0.283    2.4795     0.308     0.004     0.153     0.150
    0.294    2.4859     0.313     0.004     0.160     0.146
    0.305    2.4935     0.323     0.004     0.174     0.136
    0.316    2.5007     0.343     0.004     0.186     0.122
    0.327    2.5067     0.358     0.005     0.189     0.108
    0.338    2.5107     0.365     0.005     0.193     0.102
    0.349    2.5129     0.371     0.005     0.189     0.095
    0.360    2.5133     0.372     0.005     0.182     0.090
    0.360    2.5133     0.372     0.005     0.182     0.090
    0.382    2.5123     0.366     0.004     0.170     0.091
    0.404    2.5118     0.361     0.001     0.164     0.097
    0.426    2.4988     0.370     0.002     0.170     0.095
    0.449    2.4848     0.388     0.003     0.180     0.080
    0.471    2.4782     0.392     0.003     0.213     0.064
    0.493    2.4585     0.369     0.005     0.206     0.070
    0.515    2.4445     0.384     0.010     0.203     0.061
    0.537    2.4313     0.391     0.008     0.235     0.051
    0.559    2.4126     0.405     0.006     0.258     0.041
    0.581    2.3951     0.415     0.004     0.264     0.033
    0.603    2.3896     0.423     0.001     0.250     0.035
    0.625    2.3900     0.428     0.001     0.246     0.037
 
# Band-Index  378
    0.625    2.4314     0.422     0.001     0.289     0.019
    0.603    2.4350     0.417     0.001     0.271     0.027
    0.581    2.4436     0.405     0.002     0.237     0.044
    0.559    2.4527     0.392     0.003     0.203     0.062
    0.537    2.4642     0.389     0.002     0.189     0.067
    0.515    2.4796     0.379     0.003     0.182     0.077
    0.493    2.4984     0.359     0.003     0.177     0.088
    0.471    2.5043     0.348     0.002     0.175     0.091
